22 M 2:37:09
30 M 2:37:12
25 M 2:37:14
45 M 2:37:18
23 M 2:37:32
23 M 2:37:36
34 M 2:37:42
24 M 2:37:47
23 M 2:37:55
30 M 2:38:08
27 M 2:38:09
23 M 2:38:11
26 M 2:38:17
27 M 2:38:21
38 M 2:38:22
23 M 2:38:25
36 M 2:38:29
32 M 2:38:36
28 M 2:38:38
33 M 2:38:40
31 M 2:38:42
22 M 2:38:43
41 M 2:38:43
38 M 2:38:47
38 M 2:38:49
38 M 2:38:49
37 M 2:38:58
33 M 2:38:59
40 M 2:39:01
24 M 2:39:16
26 M 2:39:19
38 M 2:39:23
23 M 2:39:37
32 M 2:39:38
23 M 2:39:41
33 M 2:39:43
27 M 2:39:49
41 M 2:39:56
30 M 2:39:58
45 M 2:40:01
17 M 2:40:09
26 M 2:40:10
33 M 2:40:21
37 M 2:40:33
26 M 2:40:44
23 M 2:40:46
37 M 2:40:50
33 M 2:41:05
37 M 2:41:09
24 F 2:41:15
38 M 2:41:23
30 M 2:41:44
28 M 2:41:49
32 M 2:41:55
31 M 2:42:02
33 M 2:42:04
28 M 2:42:10
28 M 2:42:12
35 M 2:42:15
29 M 2:42:21
34 M 2:42:23
31 M 2:42:32
27 M 2:42:33
39 M 2:42:33
35 M 2:42:34
36 M 2:42:34
24 M 2:42:35
24 F 2:42:38
33 M 2:42:39
26 M 2:42:40
44 M 2:42:40
41 M 2:42:47
28 M 2:42:52
27 M 2:42:55
36 M 2:42:57
24 F 2:43:00
40 M 2:43:05
32 M 2:43:13
36 M 2:43:20
37 M 2:43:24
26 M 2:43:27
42 M 2:43:29
42 M 2:43:40
23 M 2:43:48
23 M 2:43:48
22 M 2:43:53
43 M 2:44:05
37 M 2:44:07
34 M 2:44:15
36 M 2:44:17
31 M 2:44:21
36 M 2:44:25
24 M 2:44:29
33 M 2:44:32
32 M 2:44:41
33 M 2:44:48
31 M 2:44:52
30 M 2:44:57
25 M 2:45:02
41 M 2:45:07
27 M 2:45:10
45 M 2:45:13
39 M 2:45:17
46 M 2:45:17
44 M 2:45:18
23 M 2:45:26
20 M 2:45:28
39 M 2:45:29
28 M 2:45:42
27 M 2:45:42
21 M 2:45:44
26 M 2:45:48
30 M 2:45:52
33 M 2:45:54
47 M 2:45:57
26 M 2:46:00
23 M 2:46:04
31 M 2:46:09
28 M 2:46:14
22 F 2:46:21
34 M 2:46:22
30 M 2:46:37
33 M 2:46:38
33 M 2:46:39
32 M 2:46:45
33 M 2:46:49
29 M 2:46:50
42 M 2:46:50
37 M 2:46:52
40 M 2:46:53
37 M 2:46:57
30 M 2:46:58
39 M 2:46:58
27 F 2:47:02
31 M 2:47:02
25 M 2:47:03
36 M 2:47:04
35 M 2:47:06
26 M 2:47:08
35 M 2:47:11
35 M 2:47:14
21 M 2:47:17
52 M 2:47:20
40 M 2:47:23
39 M 2:47:29
32 M 2:47:30
27 M 2:47:32
23 M 2:47:41
21 M 2:47:45
31 M 2:47:46
58 M 2:47:51
37 M 2:48:00
42 M 2:48:00
27 M 2:48:03
32 M 2:48:05
41 M 2:48:06
28 M 2:48:09
29 M 2:48:11
46 M 2:48:12
29 M 2:48:16
25 M 2:48:20
35 M 2:48:20
19 M 2:48:27
26 M 2:48:30
29 M 2:48:33
39 M 2:48:33
30 M 2:48:33
39 M 2:48:37
38 M 2:48:39
28 F 2:48:40
40 M 2:48:41
35 M 2:48:45
34 M 2:48:45
23 F 2:48:46
22 M 2:48:47
28 M 2:48:47
45 M 2:48:50
42 M 2:48:50
40 M 2:48:50
35 M 2:48:56
40 M 2:48:59
44 M 2:49:01
47 M 2:49:01
41 M 2:49:04
40 M 2:49:07
27 M 2:49:09
34 M 2:49:11
39 M 2:49:11
45 M 2:49:15
25 M 2:49:15
41 M 2:49:16
45 M 2:49:20
26 F 2:49:20
21 M 2:49:23
41 M 2:49:23
40 M 2:49:27
39 M 2:49:28
36 M 2:49:34
38 M 2:49:35
30 M 2:49:35
33 M 2:49:36
43 M 2:49:40
33 M 2:49:40
22 M 2:49:41
42 F 2:49:45
42 M 2:49:49
35 F 2:49:49
45 F 2:49:49
24 M 2:49:51
23 M 2:49:51
53 M 2:49:59
41 M 2:50:05
25 M 2:50:10
39 M 2:50:11
26 M 2:50:11
30 M 2:50:12
42 M 2:50:14
31 F 2:50:15
25 M 2:50:16
26 F 2:50:19
32 M 2:50:20
25 M 2:50:25
45 M 2:50:26
38 M 2:50:26
28 F 2:50:27
34 M 2:50:27
33 M 2:50:33
24 F 2:50:37
37 M 2:50:38
31 M 2:50:38
33 M 2:50:38
25 M 2:50:41
40 M 2:50:45
23 M 2:50:54
45 M 2:50:56
30 M 2:50:59
23 M 2:51:00
37 M 2:51:01
22 F 2:51:01
41 M 2:51:02
24 M 2:51:03
42 M 2:51:05
36 M 2:51:09
26 M 2:51:16
42 M 2:51:17
32 M 2:51:21
47 M 2:51:22
39 M 2:51:23
24 M 2:51:26
40 M 2:51:30
26 M 2:51:30
27 M 2:51:35
39 M 2:51:45
30 F 2:51:45
35 M 2:51:48
28 F 2:51:49
43 M 2:51:49
26 M 2:51:54
27 F 2:51:56
30 M 2:51:56
22 M 2:52:01
26 M 2:52:01
32 M 2:52:03
35 M 2:52:04
45 M 2:52:07
45 M 2:52:09
23 M 2:52:10
43 M 2:52:12
33 M 2:52:17
21 M 2:52:18
30 M 2:52:19
35 M 2:52:21
26 M 2:52:23
54 M 2:52:25
22 M 2:52:26
46 M 2:52:30
28 M 2:52:33
37 M 2:52:37
28 M 2:52:37
27 M 2:52:47
30 M 2:52:48
23 M 2:52:49
46 M 2:52:53
30 M 2:52:56
23 M 2:52:56
39 M 2:52:59
28 M 2:53:01
46 M 2:53:02
23 M 2:53:02
40 M 2:53:03
27 M 2:53:05
31 M 2:53:06
49 M 2:53:06
40 M 2:53:08
38 M 2:53:11
49 M 2:53:12
42 M 2:53:15
41 F 2:53:16
28 M 2:53:21
24 F 2:53:22
36 M 2:53:23
41 M 2:53:24
27 M 2:53:26
49 M 2:53:27
60 M 2:53:28
32 M 2:53:29
39 M 2:53:29
43 M 2:53:29
36 M 2:53:30
21 M 2:53:33
44 M 2:53:33
22 M 2:53:33
28 F 2:53:35
27 M 2:53:36
25 M 2:53:38
19 M 2:53:40
34 M 2:53:44
39 M 2:53:47
26 M 2:53:48
39 M 2:53:50
30 M 2:53:52
35 M 2:53:54
28 M 2:53:54
53 M 2:53:54
45 M 2:53:56
26 M 2:53:56
47 M 2:53:56
35 M 2:53:57
40 M 2:54:00
30 M 2:54:02
25 M 2:54:04
45 M 2:54:05
38 F 2:54:05
31 M 2:54:05
26 M 2:54:05
42 M 2:54:08
20 M 2:54:10
40 M 2:54:10
34 M 2:54:10
36 F 2:54:11
43 M 2:54:11
51 M 2:54:15
19 M 2:54:15
28 F 2:54:19
37 F 2:54:19
26 M 2:54:20
22 M 2:54:21
34 M 2:54:22
34 M 2:54:24
36 M 2:54:24
40 M 2:54:27
41 M 2:54:29
31 M 2:54:30
34 M 2:54:32
20 M 2:54:34
31 M 2:54:34
23 F 2:54:35
43 M 2:54:36
30 M 2:54:36
52 M 2:54:37
39 M 2:54:37
26 M 2:54:39
35 M 2:54:39
37 M 2:54:42
45 M 2:54:42
24 M 2:54:43
38 M 2:54:46
26 M 2:54:49
25 M 2:54:53
23 M 2:54:53
45 M 2:54:59
40 M 2:54:59
19 M 2:54:59
24 F 2:55:01
37 M 2:55:11
22 M 2:55:11
19 M 2:55:14
25 M 2:55:16
42 F 2:55:17
47 M 2:55:19
34 M 2:55:23
39 M 2:55:25
27 M 2:55:33
40 M 2:55:34
44 M 2:55:38
31 M 2:55:39
23 M 2:55:39
27 M 2:55:39
27 F 2:55:40
29 M 2:55:41
28 M 2:55:41
47 M 2:55:43
30 M 2:55:45
34 M 2:55:47
35 M 2:55:51
25 M 2:55:52
22 M 2:55:52
37 M 2:55:54
24 M 2:55:59
40 M 2:56:01
39 M 2:56:03
55 M 2:56:06
39 M 2:56:08
37 M 2:56:08
43 M 2:56:11
52 M 2:56:11
29 M 2:56:11
38 M 2:56:13
25 M 2:56:14
28 M 2:56:16
40 M 2:56:18
21 M 2:56:20
42 M 2:56:21
34 F 2:56:22
39 M 2:56:23
27 M 2:56:26
35 F 2:56:26
36 M 2:56:29
47 M 2:56:29
32 M 2:56:30
31 M 2:56:33
54 M 2:56:34
45 M 2:56:34
23 M 2:56:35
27 F 2:56:35
24 M 2:56:36
28 M 2:56:37
35 M 2:56:38
46 M 2:56:39
33 M 2:56:40
32 M 2:56:42
40 M 2:56:44
23 M 2:56:46
46 M 2:56:47
33 M 2:56:48
22 M 2:56:48
33 M 2:56:50
45 M 2:56:50
40 M 2:56:50
34 M 2:56:52
46 M 2:56:53
42 M 2:56:56
23 F 2:56:58
41 M 2:56:58
30 M 2:57:00
30 M 2:57:01
43 M 2:57:01
40 M 2:57:04
38 F 2:57:06
31 M 2:57:06
32 M 2:57:07
36 M 2:57:07
33 M 2:57:07
28 M 2:57:10
28 M 2:57:12
26 M 2:57:12
29 F 2:57:15
34 M 2:57:15
20 M 2:57:15
44 M 2:57:16
24 F 2:57:17
44 M 2:57:17
27 M 2:57:19
28 M 2:57:19
36 M 2:57:20
40 M 2:57:22
28 M 2:57:22
24 M 2:57:22
39 M 2:57:23
43 M 2:57:25
38 F 2:57:26
21 M 2:57:28
38 M 2:57:28
44 M 2:57:28
35 F 2:57:31
43 M 2:57:32
35 M 2:57:33
42 M 2:57:34
35 M 2:57:35
34 F 2:57:37
48 M 2:57:37
30 M 2:57:38
28 M 2:57:38
46 M 2:57:39
40 M 2:57:39
39 M 2:57:39
29 M 2:57:40
25 F 2:57:40
53 M 2:57:40
31 M 2:57:44
28 M 2:57:44
29 M 2:57:44
25 M 2:57:45
25 M 2:57:47
23 M 2:57:47
44 M 2:57:48
34 M 2:57:49
34 M 2:57:49
30 M 2:57:50
38 M 2:57:50
31 M 2:57:50
37 M 2:57:51
35 M 2:57:52
31 M 2:57:54
25 M 2:57:55
47 M 2:57:57
37 F 2:57:57
37 M 2:57:57
25 M 2:57:57
30 M 2:57:58
37 M 2:57:58
48 M 2:57:58
39 M 2:58:00
33 M 2:58:01
23 M 2:58:01
19 M 2:58:02
44 M 2:58:03
51 M 2:58:03
52 M 2:58:04
41 M 2:58:04
27 F 2:58:04
37 M 2:58:05
25 M 2:58:06
44 M 2:58:06
26 M 2:58:07
40 M 2:58:09
31 M 2:58:09
36 M 2:58:09
42 M 2:58:09
22 M 2:58:10
24 F 2:58:11
45 M 2:58:11
32 F 2:58:12
43 M 2:58:13
22 M 2:58:13
26 M 2:58:14
40 M 2:58:15
28 M 2:58:17
47 M 2:58:17
33 M 2:58:17
35 M 2:58:18
29 M 2:58:18
25 M 2:58:19
27 M 2:58:19
40 M 2:58:20
28 M 2:58:22
36 M 2:58:22
37 M 2:58:24
31 M 2:58:25
46 M 2:58:25
50 M 2:58:25
31 M 2:58:25
38 M 2:58:26
25 F 2:58:26
34 M 2:58:28
25 M 2:58:28
26 M 2:58:29
29 F 2:58:30
36 M 2:58:30
47 M 2:58:30
33 M 2:58:32
29 M 2:58:32
24 M 2:58:32
27 F 2:58:32
26 M 2:58:34
40 M 2:58:36
38 F 2:58:36
42 M 2:58:36
35 M 2:58:38
25 M 2:58:38
36 M 2:58:39
34 M 2:58:40
31 M 2:58:40
29 M 2:58:41
33 M 2:58:42
38 M 2:58:43
31 M 2:58:45
27 M 2:58:47
31 M 2:58:47
37 M 2:58:48
47 M 2:58:48
52 M 2:58:48
41 M 2:58:48
38 M 2:58:49
26 M 2:58:49
44 M 2:58:50
39 M 2:58:50
28 M 2:58:52
41 M 2:58:52
28 M 2:58:54
35 M 2:58:54
38 M 2:58:56
22 M 2:58:56
26 M 2:58:57
27 M 2:58:57
52 M 2:58:57
36 M 2:58:58
32 M 2:58:59
26 M 2:58:59
24 M 2:59:02
37 M 2:59:02
23 M 2:59:03
29 F 2:59:03
51 M 2:59:04
33 M 2:59:04
45 M 2:59:05
33 M 2:59:05
30 M 2:59:06
43 M 2:59:06
27 F 2:59:07
33 M 2:59:07
28 M 2:59:09
45 M 2:59:09
26 M 2:59:10
40 M 2:59:10
47 M 2:59:10
28 M 2:59:11
43 M 2:59:11
50 M 2:59:11
50 M 2:59:12
30 M 2:59:14
33 M 2:59:15
29 M 2:59:15
31 M 2:59:16
23 M 2:59:17
55 M 2:59:17
47 M 2:59:18
42 M 2:59:19
33 M 2:59:19
39 M 2:59:22
48 M 2:59:22
39 M 2:59:22
29 M 2:59:23
35 M 2:59:23
23 M 2:59:23
37 M 2:59:23
23 M 2:59:24
43 M 2:59:24
25 M 2:59:25
49 M 2:59:27
57 M 2:59:28
30 M 2:59:28
36 M 2:59:28
49 M 2:59:28
27 M 2:59:28
31 M 2:59:29
28 M 2:59:29
47 M 2:59:29
45 M 2:59:30
37 M 2:59:31
44 M 2:59:32
26 F 2:59:32
45 M 2:59:32
38 M 2:59:32
43 M 2:59:33
27 M 2:59:33
41 M 2:59:34
43 M 2:59:34
35 M 2:59:34
37 F 2:59:34
27 M 2:59:34
44 M 2:59:34
41 M 2:59:34
31 M 2:59:36
27 F 2:59:36
26 M 2:59:38
34 M 2:59:38
30 M 2:59:39
25 M 2:59:40
51 M 2:59:40
34 M 2:59:41
38 M 2:59:42
33 M 2:59:43
49 M 2:59:43
27 M 2:59:43
39 F 2:59:44
26 F 2:59:45
32 M 2:59:45
40 M 2:59:45
30 M 2:59:46
19 M 2:59:46
38 M 2:59:47
36 M 2:59:47
30 M 2:59:48
46 M 2:59:51
46 M 2:59:54
22 M 2:59:54
28 M 2:59:56
42 M 2:59:57
28 M 2:59:58
34 M 2:59:59
36 M 3:00:00
36 M 3:00:03
25 M 3:00:03
42 M 3:00:03
32 M 3:00:06
48 M 3:00:06
25 M 3:00:08
27 F 3:00:08
23 M 3:00:09
24 M 3:00:15
39 M 3:00:16
27 M 3:00:19
46 F 3:00:19
44 M 3:00:20
43 M 3:00:21
42 M 3:00:21
30 F 3:00:24
49 M 3:00:27
30 M 3:00:29
42 M 3:00:30
22 M 3:00:32
47 M 3:00:33
33 M 3:00:36
24 M 3:00:36
40 M 3:00:39
39 F 3:00:40
42 M 3:00:42
37 M 3:00:43
31 F 3:00:51
35 F 3:00:51
41 M 3:00:52
39 M 3:00:52
49 M 3:00:53
51 M 3:00:55
24 M 3:00:57
26 M 3:00:57
39 F 3:00:59
41 M 3:01:01
46 M 3:01:03
21 M 3:01:03
27 M 3:01:05
47 M 3:01:06
43 M 3:01:07
35 M 3:01:07
39 M 3:01:12
23 M 3:01:12
46 M 3:01:12
49 F 3:01:14
42 F 3:01:16
48 M 3:01:17
25 M 3:01:17
24 M 3:01:20
33 M 3:01:21
46 M 3:01:22
46 M 3:01:29
48 M 3:01:33
47 M 3:01:33
43 M 3:01:35
45 M 3:01:36
34 M 3:01:37
33 F 3:01:40
23 M 3:01:44
38 M 3:01:45
35 M 3:01:46
38 M 3:01:47
45 M 3:01:47
35 M 3:01:51
30 F 3:01:52
35 M 3:01:53
45 M 3:01:57
30 M 3:01:57
34 M 3:01:59
49 M 3:02:02
50 M 3:02:07
23 M 3:02:09
34 F 3:02:10
25 M 3:02:12
25 F 3:02:16
29 M 3:02:17
27 M 3:02:17
34 F 3:02:19
24 M 3:02:22
33 M 3:02:26
44 M 3:02:26
24 M 3:02:32
23 M 3:02:34
22 M 3:02:38
47 M 3:02:41
29 M 3:02:43
50 M 3:02:43
21 M 3:02:43
34 F 3:02:46
26 M 3:02:46
36 M 3:02:47
52 M 3:02:47
35 M 3:02:50
48 M 3:02:50
28 M 3:02:54
38 M 3:02:59
23 F 3:03:00
31 F 3:03:00
28 F 3:03:01
44 M 3:03:01
21 M 3:03:02
26 M 3:03:03
26 M 3:03:05
53 M 3:03:07
30 M 3:03:09
42 M 3:03:09
31 M 3:03:11
30 M 3:03:11
33 M 3:03:11
46 M 3:03:11
45 M 3:03:14
23 M 3:03:15
34 F 3:03:16
33 F 3:03:16
28 F 3:03:17
41 M 3:03:18
27 M 3:03:18
43 M 3:03:19
28 M 3:03:21
26 M 3:03:21
27 M 3:03:21
40 M 3:03:23
39 F 3:03:25
26 M 3:03:25
31 M 3:03:26
33 F 3:03:26
36 M 3:03:29
23 M 3:03:31
36 M 3:03:32
32 M 3:03:33
44 M 3:03:34
42 M 3:03:34
25 F 3:03:37
28 M 3:03:38
50 M 3:03:39
23 M 3:03:40
48 M 3:03:40
34 M 3:03:41
23 M 3:03:44
37 F 3:03:46
34 M 3:03:46
29 M 3:03:48
29 M 3:03:49
39 M 3:03:50
32 M 3:03:50
31 F 3:03:52
35 M 3:03:53
25 F 3:03:54
58 M 3:03:56
25 M 3:03:56
37 M 3:03:58
27 M 3:03:59
40 M 3:04:01
39 M 3:04:01
44 M 3:04:02
40 F 3:04:03
36 M 3:04:03
38 M 3:04:04
29 M 3:04:05
22 M 3:04:06
24 M 3:04:06
25 M 3:04:08
24 M 3:04:08
40 F 3:04:08
25 M 3:04:09
25 M 3:04:13
22 M 3:04:15
31 M 3:04:16
32 M 3:04:16
45 M 3:04:17
34 M 3:04:17
27 M 3:04:19
30 F 3:04:23
29 F 3:04:24
47 M 3:04:24
35 M 3:04:25
40 M 3:04:26
30 M 3:04:28
30 F 3:04:29
32 M 3:04:29
36 M 3:04:29
27 F 3:04:30
35 M 3:04:31
38 M 3:04:32
27 M 3:04:37
47 M 3:04:37
30 F 3:04:38
24 F 3:04:38
47 M 3:04:40
32 M 3:04:41
25 M 3:04:41
46 M 3:04:41
40 M 3:04:42
35 M 3:04:43
54 M 3:04:43
27 M 3:04:43
26 M 3:04:46
29 M 3:04:46
34 M 3:04:47
25 F 3:04:47
34 M 3:04:48
32 M 3:04:49
46 M 3:04:50
43 M 3:04:51
34 M 3:04:52
42 M 3:04:53
28 M 3:04:53
24 M 3:04:54
36 M 3:04:55
46 M 3:04:56
47 M 3:04:56
48 M 3:04:59
28 F 3:05:00
53 M 3:05:00
28 F 3:05:01
25 M 3:05:01
22 M 3:05:02
41 M 3:05:02
26 M 3:05:03
28 M 3:05:05
44 M 3:05:05
45 M 3:05:07
39 M 3:05:10
30 M 3:05:10
42 M 3:05:11
28 M 3:05:11
38 M 3:05:14
26 M 3:05:14
21 M 3:05:17
31 M 3:05:18
20 M 3:05:19
19 M 3:05:19
34 M 3:05:22
46 M 3:05:22
40 M 3:05:22
26 M 3:05:22
21 F 3:05:25
31 F 3:05:27
37 M 3:05:30
33 M 3:05:30
26 M 3:05:31
24 M 3:05:32
22 M 3:05:32
19 M 3:05:32
42 M 3:05:34
42 M 3:05:34
29 M 3:05:34
36 M 3:05:35
29 M 3:05:35
32 F 3:05:37
45 M 3:05:37
52 M 3:05:37
37 M 3:05:41
31 M 3:05:42
44 M 3:05:43
41 M 3:05:45
25 F 3:05:46
39 M 3:05:47
37 M 3:05:47
28 M 3:05:48
39 M 3:05:48
42 M 3:05:48
31 M 3:05:48
28 M 3:05:48
46 M 3:05:48
29 M 3:05:53
49 M 3:05:54
29 M 3:05:54
26 M 3:05:55
37 M 3:05:56
39 F 3:05:57
23 M 3:05:58
39 M 3:05:59
43 M 3:05:59
43 M 3:06:01
28 M 3:06:02
23 M 3:06:02
40 M 3:06:03
32 M 3:06:03
21 M 3:06:05
24 M 3:06:07
37 M 3:06:08
25 M 3:06:08
32 M 3:06:09
32 M 3:06:10
35 M 3:06:10
40 M 3:06:11
37 M 3:06:12
24 M 3:06:14
41 M 3:06:14
37 M 3:06:16
39 M 3:06:17
28 F 3:06:19
27 M 3:06:20
46 M 3:06:21
57 M 3:06:22
41 M 3:06:24
30 M 3:06:24
57 M 3:06:24
22 M 3:06:24
36 M 3:06:26
39 M 3:06:26
23 M 3:06:27
46 M 3:06:27
35 F 3:06:28
35 M 3:06:28
40 F 3:06:28
25 F 3:06:28
26 M 3:06:28
47 M 3:06:29
22 F 3:06:32
42 M 3:06:33
35 M 3:06:33
37 M 3:06:33
45 M 3:06:34
25 M 3:06:34
37 M 3:06:34
43 M 3:06:35
40 M 3:06:36
29 M 3:06:38
26 F 3:06:39
25 M 3:06:40
38 M 3:06:41
23 M 3:06:41
37 M 3:06:42
34 M 3:06:44
27 M 3:06:47
46 M 3:06:48
27 M 3:06:49
29 M 3:06:49
42 M 3:06:50
40 M 3:06:50
30 M 3:06:51
36 M 3:06:54
32 M 3:06:55
33 F 3:06:55
27 M 3:06:56
27 F 3:06:56
24 M 3:06:57
45 F 3:06:57
29 M 3:06:58
34 M 3:06:59
34 M 3:07:00
36 M 3:07:00
46 M 3:07:01
46 M 3:07:01
50 F 3:07:01
43 F 3:07:01
33 M 3:07:02
32 M 3:07:03
35 M 3:07:03
25 M 3:07:04
30 M 3:07:04
38 M 3:07:07
20 M 3:07:10
34 M 3:07:10
59 M 3:07:11
22 M 3:07:12
35 M 3:07:13
25 M 3:07:15
26 F 3:07:15
27 M 3:07:15
35 M 3:07:16
28 M 3:07:16
34 M 3:07:16
32 M 3:07:18
39 M 3:07:21
38 M 3:07:23
34 M 3:07:24
40 M 3:07:24
34 M 3:07:25
26 M 3:07:26
23 M 3:07:26
32 M 3:07:26
45 F 3:07:26
41 M 3:07:27
33 F 3:07:27
33 M 3:07:28
46 M 3:07:28
25 F 3:07:29
20 M 3:07:30
44 M 3:07:31
32 F 3:07:32
28 M 3:07:32
40 M 3:07:34
43 M 3:07:37
40 M 3:07:38
21 M 3:07:38
42 M 3:07:38
33 M 3:07:38
26 M 3:07:39
38 M 3:07:39
42 M 3:07:41
27 M 3:07:42
24 M 3:07:42
41 M 3:07:44
50 M 3:07:45
55 M 3:07:45
22 M 3:07:45
50 M 3:07:47
33 M 3:07:47
54 M 3:07:48
44 M 3:07:48
40 M 3:07:48
31 M 3:07:48
37 M 3:07:49
34 M 3:07:49
25 M 3:07:49
35 M 3:07:50
33 M 3:07:51
48 M 3:07:52
36 M 3:07:54
34 M 3:07:54
30 M 3:07:54
42 M 3:07:54
33 M 3:07:54
31 M 3:07:55
23 F 3:07:56
44 M 3:07:57
28 M 3:07:58
27 M 3:07:58
44 M 3:07:58
40 M 3:07:59
33 M 3:07:59
43 M 3:08:00
25 M 3:08:00
25 M 3:08:00
31 M 3:08:00
30 M 3:08:01
24 F 3:08:02
27 M 3:08:03
28 M 3:08:03
40 M 3:08:03
45 M 3:08:03
26 M 3:08:04
52 M 3:08:04
31 M 3:08:05
37 M 3:08:06
31 M 3:08:06
32 M 3:08:07
43 M 3:08:08
54 M 3:08:12
34 M 3:08:14
33 M 3:08:14
17 M 3:08:15
48 M 3:08:16
23 M 3:08:16
35 M 3:08:17
42 M 3:08:17
50 M 3:08:19
23 M 3:08:20
29 M 3:08:20
28 M 3:08:22
52 M 3:08:23
37 M 3:08:23
44 M 3:08:24
37 F 3:08:24
28 M 3:08:24
37 M 3:08:25
21 M 3:08:25
28 M 3:08:25
49 M 3:08:25
41 M 3:08:27
26 M 3:08:27
21 M 3:08:27
35 M 3:08:28
45 M 3:08:28
40 M 3:08:28
45 M 3:08:28
27 M 3:08:28
43 M 3:08:28
47 M 3:08:28
23 F 3:08:28
43 M 3:08:29
36 M 3:08:29
41 M 3:08:29
24 M 3:08:30
31 F 3:08:30
32 M 3:08:30
29 M 3:08:30
34 M 3:08:30
42 M 3:08:31
33 M 3:08:33
23 F 3:08:33
27 M 3:08:33
27 M 3:08:33
45 M 3:08:34
52 M 3:08:35
21 M 3:08:37
30 F 3:08:37
47 M 3:08:37
20 M 3:08:41
41 M 3:08:41
47 M 3:08:42
32 M 3:08:42
31 M 3:08:42
34 M 3:08:44
39 M 3:08:45
40 M 3:08:45
30 M 3:08:45
40 M 3:08:45
41 M 3:08:45
30 M 3:08:46
34 F 3:08:47
29 M 3:08:47
29 M 3:08:48
45 M 3:08:48
36 M 3:08:49
43 M 3:08:49
42 M 3:08:49
35 M 3:08:50
52 M 3:08:50
34 M 3:08:51
36 M 3:08:52
26 M 3:08:52
45 M 3:08:52
34 F 3:08:53
27 M 3:08:54
37 M 3:08:54
38 M 3:08:57
28 M 3:08:58
26 M 3:08:58
31 M 3:08:59
28 M 3:08:59
43 M 3:08:59
26 F 3:08:59
26 M 3:09:00
37 M 3:09:02
40 M 3:09:02
33 M 3:09:02
27 M 3:09:03
39 M 3:09:03
27 M 3:09:03
27 M 3:09:04
55 M 3:09:04
30 M 3:09:04
31 M 3:09:04
39 M 3:09:05
32 M 3:09:05
38 M 3:09:06
36 M 3:09:07
34 M 3:09:08
26 M 3:09:08
26 M 3:09:08
53 M 3:09:09
30 M 3:09:09
36 M 3:09:09
50 M 3:09:09
34 M 3:09:10
49 M 3:09:10
29 M 3:09:11
38 M 3:09:12
35 M 3:09:13
31 M 3:09:13
45 M 3:09:13
28 M 3:09:13
31 F 3:09:14
50 M 3:09:14
39 M 3:09:14
42 M 3:09:15
