CASEID,COMPWT,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID
22142,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0
22143,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,1,70,  0,0,2,0,    0,3, 0,  0,2,3,0,    0
22144,1.59000000000000008e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0
22145,5.30000000000000027e-01, 4, 0,  0,3, 1,15,  0,1,1,15,  0,8,1,0,    0,1,15,  0,8,1,0,    0
22146,1.06000000000000005e+00, 4, 0,  0,3, 1,11,  0,2,1,11,  0,7,2,0,    0,0, 0,  0, ,0,0,    0
22147,2.12999999999999989e+00, 1,30,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
22148,2.12999999999999989e+00, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,1,10,  0,8,1,0,    0
22149,1.59000000000000008e+00, 1,10,  0,1, 1,10,  0,1,1,10,  0,6,1,0,    0,1,10,  0,7,1,0,    0
22150,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0
22151,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,4,2,0,    0
22152,5.30000000000000027e-01, 1,41,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,0,2,0,    0
22153,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22154,1.06000000000000005e+00, 4, 0,  0,3, 1,30,  0,2,2, 0,  0,0,2,0,    0,1,30,  0,2,2,0,    0
22155,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,9,99,999,9,9,0,    0,1,18,  0,2,1,0,    0
22156,5.30000000000000027e-01, 1,60, 68,1, 1,60, 68,1,4, 0,  0,0,3,0,    0,1,60, 68,8,1,0,    0
22157,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,4, 0,  0,1,3,0,    0,1,18,  0,7,1,0,    0
22158,5.30000000000000027e-01, 2, 0,  0,2, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22159,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,1,18,  0,9,1,0,    0,1,18,  0,5,1,0,    0
22160,5.30000000000000027e-01, 1,99,999,9, 1,60,999,9,1,34,  0,7,2,0,    0,1,60,999,7,9,0,    0
22161,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0
22162,1.06000000000000005e+00, 1,41,  0,3, 1,28,  0,3,1,28,  0,8,3,0,    0,1,28,  0,8,3,0,    0
22163,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,2,2,0,    0
22164,5.30000000000000027e-01, 1,60, 81,3, 1,60, 81,3,1,60, 81,4,3,0,    0,1,60, 81,4,3,0,    0
22165,1.06000000000000005e+00, 1,48,  0,3, 1,48,  0,3,1,48,  0,4,3,0,    0,1,48,  0,4,3,0,    0
22166,5.30000000000000027e-01, 2, 0,  0,2, 1,38,  0,2,4, 0,  0,1,3,0,    0,1,38,  0,3,2,0,    0
22167,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0
22168,1.06000000000000005e+00, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,1,9,0,    0,5, 0,  0,5,9,0,    0
22169,1.06000000000000005e+00, 1,15,  0,1, 1,38,  0,2,1,38,  0,2,2,0,    0,1,38,  0,5,2,0,    0
22170,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,7,2,0,    0
22171,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22172,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,7,2,0,    0
22173,1.06000000000000005e+00, 1,32,  0,1, 4, 0,  0,3,2, 0,  0,4,2,0,    0,1,38,  0,0,2,0,    0
22174,1.06000000000000005e+00, 1,70,  0,2, 1,15,  0,1,1,15,  0,8,1,0,    0,1,15,  0,8,1,0,    0
22175,1.59000000000000008e+00, 5, 0,  0,9, 1,18,  0,1,1,18,  0,5,1,0,    0,1,18,  0,5,1,0,    0
22176,1.06000000000000005e+00, 1,60, 68,1, 1,60, 68,1,1,18,  0,2,1,0,    0,1,60, 68,8,1,0,    0
22177,5.30000000000000027e-01, 4, 0,  0,3, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,5,1,0,    0
22178,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,3,1,0,    0
22179,5.30000000000000027e-01, 1,10,  0,1, 4, 0,  0,3,4, 0,  0,1,3,0,    0,1,14,  0,4,1,0,    0
22180,1.06000000000000005e+00, 1,41,  0,3, 1,50,  0,3,1,23,  0,3,1,0,    0,1,50,  0,7,3,0,    0
22181,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22182,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22183,1.06000000000000005e+00, 1,50,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,1,70,  0,6,2,0,    0
22184,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,6,2,0,    0
22185,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,1,22,  0,3,3,0,    0,0, 0,  0, ,0,0,    0
22186,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22187,1.06000000000000005e+00, 1,34,  0,2, 1,34,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,5,2,0,    0
22188,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,1,41,  0,0,3,0,    0
22189,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0
22190,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0
22191,1.59000000000000008e+00, 1,41,  0,3, 1,41,  0,3,1,41,  0,7,3,0,    0,1,41,  0,6,3,0,    0
22192,1.06000000000000005e+00, 1,60, 52,1, 1,60, 64,1,4, 0,  0,0,3,0,    0,1,60, 52,6,1,0,    0
22193,5.30000000000000027e-01, 1,28,  0,3, 1,28,  0,3,0, 0,  0, ,0,0,    0,1,28,  0,2,3,0,    0
22194,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,7,3,0,    0
22195,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0
22196,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0
22197,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0
22198,1.06000000000000005e+00, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0
22199,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22200,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,5,3,0,    0
22201,1.06000000000000005e+00, 2, 0,  0,2, 1,40,  0,2,1,40,  0,7,2,0,    0,1,40,  0,7,2,0,    0
22202,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,2,2,0,    0
22203,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,1,38,  0,0,2,0,    0,2, 0,  0,0,2,0,    0
22204,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,1,1,0,    0,1,14,  0,4,1,0,    0
22205,5.30000000000000027e-01, 4, 0,  0,3, 1,10,  0,1,4, 0,  0,1,3,0,    0,1,18,  0,5,1,0,    0
22206,1.06000000000000005e+00, 1,50,  0,3, 1,50,  0,3,1,50,  0,0,3,0,    0,1,50,  0,6,3,0,    0
22207,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,1,30,  0,0,2,0,    0,2, 0,  0,6,2,0,    0
22208,5.30000000000000027e-01, 4, 0,  0,3, 1,38,  0,2,1,38,  0,7,2,0,    0,1,34,  0,7,2,0,    0
22209,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22210,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,1,18,  0,2,1,0,    0,1,22,  0,2,3,0,    0
22211,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0
22212,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,1,1,0,    0
22213,5.30000000000000027e-01, 1,18,  0,1, 1,60, 68,1,1,60, 68,7,1,0,    0,1,18,  0,7,1,0,    0
22214,1.06000000000000005e+00, 4, 0,  0,3, 1,48,  0,3,2, 0,  0,0,2,0,    0,1,42,  0,2,1,0,    0
22215,1.06000000000000005e+00, 1,60, 40,3, 1,60, 40,3,1,60, 40,7,3,0,    0,1,60, 40,7,3,0,    0
22216,1.06000000000000005e+00, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0
22217,1.06000000000000005e+00, 1,38,  0,2, 1,38,  0,2,1,38,  0,0,2,0,    0,1,38,  0,7,2,0,    0
22218,1.06000000000000005e+00, 1,35,  0,2, 1,30,  0,2,1,30,  0,0,2,0,    0,2, 0,  0,3,2,0,    0
22219,1.06000000000000005e+00, 1,60, 42,1, 1,50,  0,3,1,38,  0,0,2,0,    0,1,50,  0,4,3,0,    0
22220,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,0, 0,  0, ,0,0,    0
22221,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22222,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,1,22,  0,4,3,0,    0,1,22,  0,4,3,0,    0
22223,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,2,3,0,    0
22224,5.30000000000000027e-01, 1,35,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
22225,5.30000000000000027e-01, 2, 0,  0,2, 1,32,  0,1,1,31,  0,6,2,0,    0,1,32,  0,6,1,0,    0
22226,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,1,60, 33,0,1,0,    0
22227,1.06000000000000005e+00, 1,11,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,1,11,  0,3,2,0,    0
22228,1.06000000000000005e+00, 1,50,  0,3, 1,50,  0,3,1,18,  0,7,1,0,    0,1,50,  0,7,3,0,    0
22229,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,4,1,0,    0,1,14,  0,5,1,0,    0
22230,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,8,1,0,    0,1,14,  0,8,1,0,    0
22231,1.06000000000000005e+00, 1,22,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,4,1,0,    0
22232,1.06000000000000005e+00, 1,23,  0,1, 1,18,  0,1,1,18,  0,9,1,0,    0,1,18,  0,9,1,0,    0
22233,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0
22234,1.06000000000000005e+00, 1,60, 68,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,7,1,0,    0
22235,1.06000000000000005e+00, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,1,10,  0,6,1,0,    0
22236,1.06000000000000005e+00, 1,60, 68,1, 1,60, 68,1,1,11,  0,4,2,0,    0,0, 0,  0, ,0,0,    0
22237,1.06000000000000005e+00, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,1,15,  0,8,1,0,    0
22238,5.30000000000000027e-01, 4, 0,  0,3, 1,18,  0,1,1,18,  0,0,1,0,    0,1,18,  0,7,1,0,    0
22239,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,1,18,  0,7,1,0,    0,1,18,  0,7,1,0,    0
22240,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0
22241,5.30000000000000027e-01, 5, 0,  0,9, 5, 0,  0,9,0, 0,  0, ,0,0,    0,2, 0,  0,0,2,0,    0
22242,1.06000000000000005e+00, 1,11,  0,2, 1,60, 37,1,1,60, 37,4,1,0,    0,1,11,  0,5,2,0,    0
22243,1.59000000000000008e+00, 1,60, 68,1, 1,60, 68,1,1,60, 68,8,1,0,    0,1,60, 68,8,1,0,    0
22244,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,1,18,  0,9,1,0,    0,1,18,  0,5,1,0,    0
22245,5.30000000000000027e-01, 1,60, 78,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0
22246,5.30000000000000027e-01, 1,70,  0,2, 1,50,  0,3,1,50,  0,7,3,0,    0,2, 0,  0,7,2,0,    0
22247,5.30000000000000027e-01, 1,60, 68,1, 1,60, 68,1,1,60, 68,8,1,0,    0,1,60, 68,8,1,0,    0
22248,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22249,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22250,1.06000000000000005e+00, 1,14,  0,1, 2, 0,  0,2,1,14,  0,6,1,0,    0,1,14,  0,7,1,0,    0
22251,1.59000000000000008e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,4,1,0,    0
22252,1.06000000000000005e+00, 1,42,  0,1, 1,38,  0,2,1,38,  0,1,2,0,    0,2, 0,  0,3,2,0,    0
22253,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22254,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,7,2,0,    0
22255,2.66000000000000014e+00, 1,70,  0,2, 1,41,  0,3,0, 0,  0, ,0,0,    0,1,41,  0,7,3,0,    0
22256,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,9,2,0,    0
22257,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,1,60, 33,2,1,0,    0,2, 0,  0,7,2,0,    0
22258,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0
22259,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,3,2,0,    0
22260,5.30000000000000027e-01, 1,60, 43,2, 1,40,  0,2,2, 0,  0,7,2,0,    0,1,40,  0,7,2,0,    0
22261,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,2,2,0,    0
22262,1.06000000000000005e+00, 1,60, 58,1, 1,60, 81,3,1,60, 81,7,3,0,    0,1,60, 81,7,3,0,    0
22263,1.06000000000000005e+00, 1,33,  0,1, 1,48,  0,3,1,48,  0,2,3,0,    0,1,48,  0,2,3,0,    0
22264,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22265,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,2, 0,  0,0,2,0,    0,1,22,  0,0,3,0,    0
22266,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,1,48,  0,0,3,0,    0,2, 0,  0,5,2,0,    0
22267,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,3,2,0,    0
22268,1.06000000000000005e+00, 1,50,  0,3, 1,50,  0,3,1,50,  0,7,3,0,    0,1,50,  0,7,3,0,    0
22269,1.06000000000000005e+00, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22270,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22271,1.06000000000000005e+00, 1,70,  0,2, 1,70,  0,2,1,70,  0,0,2,0,    0,1,70,  0,0,2,0,    0
22272,1.06000000000000005e+00, 1,15,  0,1, 1,10,  0,1,4, 0,  0,9,3,0,    0,4, 0,  0,9,3,0,    0
22273,1.06000000000000005e+00, 1,22,  0,3, 2, 0,  0,2,2, 0,  0,0,2,0,    0,1,60, 58,0,1,0,    0
22274,1.59000000000000008e+00, 1,41,  0,3, 1,41,  0,3,1,41,  0,6,3,0,    0,1,41,  0,7,3,0,    0
22275,1.06000000000000005e+00, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22276,1.06000000000000005e+00, 1,22,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22277,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,0,2,0,    0
22278,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22279,1.06000000000000005e+00, 5, 0,  0,9, 1,60, 77,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0
22280,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,3,2,0,    0
22281,5.30000000000000027e-01, 4, 0,  0,3, 1,50,  0,3,2, 0,  0,0,2,0,    0,1,50,  0,3,3,0,    0
22282,1.06000000000000005e+00, 2, 0,  0,2, 5, 0,  0,9,5, 0,  0,7,9,0,    0,5, 0,  0,2,9,0,    0
22283,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22284,1.06000000000000005e+00, 1,60,999,9, 1,50,  0,3,1,28,  0,2,3,0,    0,1,60, 43,2,2,0,    0
22285,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,0, 0,  0, ,0,0,    0
22286,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22287,1.06000000000000005e+00, 2, 0,  0,2, 1,50,  0,3,1,50,  0,2,3,0,    0,1,50,  0,5,3,0,    0
22288,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,3,2,0,    0
22289,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,7,2,0,    0
22290,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22291,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22292,2.12999999999999989e+00, 1,60, 40,3, 1,60, 40,3,1,60, 40,3,3,0,    0,1,60, 40,3,3,0,    0
22293,1.06000000000000005e+00, 1,32,  0,1, 1,32,  0,1,2, 0,  0,0,2,0,    0,1,32,  0,7,1,0,    0
22294,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22295,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22296,1.06000000000000005e+00, 1,70,  0,2, 1,60, 40,3,1,60, 40,6,3,0,    0,1,60, 40,6,3,0,    0
22297,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,6,2,0,    0
22298,5.30000000000000027e-01, 1,15,  0,1, 1,18,  0,1,1,18,  0,3,1,0,    0,1,18,  0,3,1,0,    0
22299,2.12999999999999989e+00, 5, 0,  0,9, 1,10,  0,1,1,70,  0,7,2,0,    0,1,70,  0,1,2,0,    0
22300,1.59000000000000008e+00, 1,60, 40,3, 1,60, 40,3,1,60, 40,7,3,0,    0,1,60, 40,7,3,0,    0
22301,1.06000000000000005e+00, 1,60, 81,3, 1,18,  0,1,1,18,  0,6,1,0,    0,1,48,  0,6,3,0,    0
22302,1.06000000000000005e+00, 1,11,  0,2, 1,11,  0,2,1,11,  0,7,2,0,    0,1,11,  0,7,2,0,    0
22303,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22304,1.59000000000000008e+00, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,6,1,0,    0
22305,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0
22306,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,3,2,0,    0
22307,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22308,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22309,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,3,1,0,    0
22310,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22311,1.06000000000000005e+00, 4, 0,  0,3, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,4,1,0,    0
22312,1.06000000000000005e+00, 1,28,  0,3, 1,70,  0,2,1,70,  0,7,2,0,    0,1,70,  0,7,2,0,    0
22313,1.06000000000000005e+00, 1,60, 14,1, 1,60,131,9,4, 0,  0,0,3,0,    0,1,28,  0,7,3,0,    0
22314,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22315,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,1,18,  0,7,1,0,    0,1,18,  0,5,1,0,    0
22316,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22317,1.06000000000000005e+00, 1,70,  0,2, 1,18,  0,1,1,18,  0,3,1,0,    0,1,18,  0,6,1,0,    0
22318,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22319,1.06000000000000005e+00, 1,70,  0,2, 1,70,  0,2,1,38,  0,5,2,0,    0,1,38,  0,5,2,0,    0
22320,1.06000000000000005e+00, 1,60,132,9, 1,60,132,9,1,60,132,7,9,0,    0,1,60,132,7,9,0,    0
22321,1.06000000000000005e+00, 1,31,  0,2, 1,31,  0,2,1,31,  0,2,2,0,    0,1,31,  0,2,2,0,    0
22322,1.06000000000000005e+00, 1,60, 12,1, 1,38,  0,2,1,70,  0,0,2,0,    0,1,60, 12,7,1,0,    0
22323,1.06000000000000005e+00, 1,60, 12,1, 1,60, 12,1,1,60, 12,7,1,0,    0,1,60, 12,7,1,0,    0
22324,1.06000000000000005e+00, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,9,9,0,    0,5, 0,  0,3,9,0,    0
22325,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0
22326,5.30000000000000027e-01, 1,50,  0,3, 1,50,  0,3,1,50,  0,6,3,0,    0,1,50,  0,6,3,0,    0
22327,1.06000000000000005e+00, 1,60, 68,1, 1,60, 68,1,1,18,  0,6,1,0,    0,1,18,  0,6,1,0,    0
22328,1.06000000000000005e+00, 1,70,  0,2, 1,70,  0,2,4, 0,  0,0,3,0,    0,1,22,  0,7,3,0,    0
22329,5.30000000000000027e-01, 2, 0,  0,2, 1,18,  0,1,1,21,  0,7,2,0,    0,1,21,  0,7,2,0,    0
22330,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,0,2,0,    0
22331,5.30000000000000027e-01, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,7,9,0,    0,5, 0,  0,7,9,0,    0
22332,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22333,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22334,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,1,20,  0,2,2,0,    0,1,18,  0,6,1,0,    0
22335,5.30000000000000027e-01, 1,60, 58,1, 4, 0,  0,3,1,12,  0,3,1,0,    0,1,60, 58,6,1,0,    0
22336,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22337,1.06000000000000005e+00, 1,60, 56,1, 1,60, 56,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0
22338,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,1,18,  0,7,1,0,    0,1,15,  0,7,1,0,    0
22339,5.30000000000000027e-01, 4, 0,  0,3, 1,41,  0,3,1,22,  0,4,3,0,    0,1,41,  0,2,3,0,    0
22340,1.59000000000000008e+00, 1,15,  0,1, 1,22,  0,3,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22341,2.12999999999999989e+00, 4, 0,  0,3, 4, 0,  0,3,1,18,  0,5,1,0,    0,1,18,  0,5,1,0,    0
22342,1.06000000000000005e+00, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,7,9,0,    0,5, 0,  0,7,9,0,    0
