CASEID,YEAR,VERSION,COMPWT,SEX,AGE,RACE,SRCBELT,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,WEBTV,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
41250,2002,6,1.12000000000000011e+00,1,47,1,3, 3, 3, 0,0,0,0,0, 0,16,72.5,12,12,0,1,0,0,  2, 0,1, 14, 0
41251,2002,2,1.12000000000000011e+00,2,75,1,3, 3, 3, 0,0,0,0,0, 0,12,36.5,12, 0,0,2,0,2, -1,-1,0, -1,-1
41252,2002,6,5.60000000000000053e-01,1,28,1,3, 3, 3, 0,0,0,0,0, 0,18,50.7,12,12,0,1,0,0, 30, 0,1, 20, 0
41253,2002,2,1.12000000000000011e+00,1,51,1,3, 3, 3, 0,0,0,0,0, 0,17,72.5,12,12,0,1,0,0,  3, 0,1,  3, 0
41254,2002,2,5.60000000000000053e-01,1,30,1,3, 1, 1,38,0,0,0,0, 0,18,75.2,12,12,0,1,0,0,  2, 0,1, 30, 0
41255,2002,3,5.60000000000000053e-01,2,38,2,3, 1, 1,18,0,0,0,0, 0,16,38.4,12,12,0,1,0,0,  2, 0,1,  1, 0
41256,2002,4,1.12000000000000011e+00,1,33,3,3, 1, 1,60,0,0,0,0, 0,12,97.2,12,12,0,1,0,0,  0,15,1,  0,20
41257,2002,6,1.12000000000000011e+00,2,34,2,3,11,11, 0,0,0,0,0, 0,12,42.3,12,12,0,1,0,0,  0,30,1,  1, 0
41258,2002,2,1.12000000000000011e+00,2,27,1,3, 2, 2, 0,0,0,0,0, 0,12,36.5,12,12,0,1,0,0,  0, 0,2, -1,-1
41259,2002,4,5.60000000000000053e-01,2,53,2,3, 1, 5, 0,0,0,0,0, 0,16,88.8,12,12,0,1,0,0,  6, 0,1, 11, 0
41260,2002,2,5.60000000000000053e-01,2,40,1,3, 5, 4, 0,0,0,0,0, 0,12,38.5,12,12,0,1,0,0,  1, 0,1,  8,30
41261,2002,6,5.60000000000000053e-01,2,74,1,3,10,10, 0,0,0,0,0, 0,12,41.6, 9, 9,0,2,0,2, -1,-1,0, -1,-1
41262,2002,2,2.22999999999999998e+00,2,19,2,3,11,11, 0,0,0,0,0, 0,12,33.1,11, 1,0,1,0,0,  5, 0,1,  5, 0
41263,2002,4,5.60000000000000053e-01,1,33,3,3, 4, 1,70,0,0,0,0, 0,16,62.5,12,12,0,1,0,0,  0, 5,1,999,99
41264,2002,5,1.12000000000000011e+00,1,29,1,3,10,10, 0,0,0,0,0, 0,16,63.5,12, 0,0,1,0,0,  0,30,1,  3, 0
41265,2002,1,1.66999999999999993e+00,1,26,1,1, 4, 4, 0,0,0,0,0, 0,15,69.2,12,11,0,1,0,0,  1, 0,1,  1, 0
41266,2002,2,1.66999999999999993e+00,2,23,1,1, 2, 2, 0,0,0,0,0, 0,14,33.1,12, 0,0,1,0,0,  0,20,1,  1, 0
41267,2002,2,5.60000000000000053e-01,1,56,1,1, 2, 2, 0,0,0,0,0, 0,16,38.2, 1, 0,0,1,0,0,  0,30,1,  2, 0
41268,2002,4,1.12000000000000011e+00,2,40,1,1, 4, 2, 0,0,0,0,0, 0,18,80.9,12,12,0,1,0,0,  0, 5,2, -1,-1
41269,2002,6,1.12000000000000011e+00,1,55,1,1, 1, 1,50,0,0,0,0, 0,14,50.7,12,12,0,1,0,0, 20, 0,1, 35, 0
41270,2002,1,1.12000000000000011e+00,1,35,1,1, 6, 3, 0,0,0,0,0, 0,14,62.5,12,12,0,2,0,2, -1,-1,0, -1,-1
41271,2002,3,1.12000000000000011e+00,1,33,1,1, 4, 1,38,0,0,0,0, 0,16,50.7,12,12,0,1,0,0, 22, 0,1,  5, 0
41272,2002,1,5.60000000000000053e-01,2,37,1,1, 4, 4, 0,0,0,0,0, 0,20,86.8,12,12,0,1,0,0, 20, 0,1,  7, 0
41273,2002,2,1.66999999999999993e+00,1,65,1,1, 3, 3, 0,0,0,0,0, 0,19,97.2,12,12,0,1,0,0,  1,40,2, -1,-1
41274,2002,3,1.12000000000000011e+00,2,45,1,1, 1, 1,48,0,0,0,0, 0,16,63.5,12, 0,0,1,0,0, 14, 0,1, 20, 0
41275,2002,5,1.12000000000000011e+00,2,28,1,1, 4, 2, 0,0,0,0,0, 0,11,52.5,12,12,0,1,0,0,  5, 0,1,  7, 0
41276,2002,6,1.12000000000000011e+00,1,24,1,1, 1, 1,22,0,0,0,0, 0,16,72.5, 2, 2,0,1,0,0, 14, 0,1, 20, 0
41277,2002,2,5.60000000000000053e-01,2,32,1,1, 4, 2, 0,0,0,0,0, 0,16,64.1,12,12,0,1,0,0, 25, 0,1, 15, 0
41278,2002,4,1.12000000000000011e+00,2,47,3,1, 2, 2, 0,0,0,0,0, 0,15,21.2,12, 8,0,2,0,2, -1,-1,0, -1,-1
41279,2002,6,5.60000000000000053e-01,1,61,1,1, 2, 2, 0,0,0,0,0, 0, 8,85.1,12,12,0,1,0,0,  0, 0,1,  1, 0
41280,2002,1,1.12000000000000011e+00,2,52,2,1, 1, 2, 0,0,0,0,0, 0, 5,25.5,12, 0,0,2,0,2, -1,-1,0, -1,-1
41281,2002,2,5.60000000000000053e-01,2,24,1,1, 2, 2, 0,0,0,0,0, 0,13,68.1,11,11,0,1,0,0,  5, 0,1, 10, 0
41282,2002,3,1.12000000000000011e+00,1,30,1,1, 2, 1,14,0,0,0,0, 0,17,37.7,12, 2,0,1,0,0,  4, 0,1,  7, 0
41283,2002,5,1.12000000000000011e+00,1,33,1,1, 1, 2, 0,0,0,0,0, 0,14,76.4,12,11,0,1,0,0,  1, 0,1,  1, 0
41284,2002,6,5.60000000000000053e-01,1,49,1,1, 4, 1,70,0,0,0,0, 0,12,-1.0, 1, 0,0,1,0,0,  0, 0,1,  1, 0
41285,2002,3,1.66999999999999993e+00,2,49,2,1, 1, 1,60,0,0,0,0, 0, 9,38.4,12, 2,0,2,0,2, -1,-1,0, -1,-1
41286,2002,6,5.60000000000000053e-01,1,35,3,1, 1, 1,41,0,0,0,0, 0,16,73.7,12,12,0,1,0,0,  5, 0,1,  6, 0
41287,2002,2,5.60000000000000053e-01,2,37,1,1,11,11, 0,0,0,0,0, 0,14,38.0,12,12,0,1,0,0,  2, 0,1, 12, 0
41288,2002,4,1.12000000000000011e+00,2,22,1,1, 2, 2, 0,0,0,0,0, 0,13,40.2,12, 0,0,1,0,0,  2, 0,1,  7, 0
41289,2002,5,1.12000000000000011e+00,2,49,1,1, 1, 2, 0,0,0,0,0, 0,12,22.5, 9, 9,0,2,0,2, -1,-1,0, -1,-1
41290,2002,6,5.60000000000000053e-01,2,27,1,1, 4, 2, 0,0,0,0,0, 0,13,32.4,11,11,0,1,0,0,  1, 0,1,  0,30
41291,2002,1,1.66999999999999993e+00,2,26,1,1, 2, 2, 0,0,0,0,0, 0,12,37.7,12, 9,0,1,0,0,  2, 0,1,  3, 0
41292,2002,1,5.60000000000000053e-01,2,51,1,3, 2, 2, 0,0,0,0,0, 0, 2,26.7,98, 0,0,2,0,2, -1,-1,0, -1,-1
41293,2002,3,1.66999999999999993e+00,2,59,1,3, 1, 1,22,0,0,0,0, 0,14,59.9,12,11,0,1,0,0,  3, 0,1,  2, 0
41294,2002,4,5.60000000000000053e-01,2,60,1,3, 1, 1,60,0,0,0,0, 0,13,36.5,12,12,0,1,0,0,  0, 0,2, -1,-1
41295,2002,6,1.12000000000000011e+00,2,38,1,3, 2, 1,50,0,0,0,0, 0,16,84.7,12, 0,0,1,0,0,  1, 0,1,  3, 0
41296,2002,2,1.12000000000000011e+00,1,40,1,3, 1, 1,18,0,0,0,0, 0,16,64.0,12,12,0,1,0,0,  8, 0,1,  3, 0
41297,2002,6,1.12000000000000011e+00,2,42,1,3, 2, 2, 0,0,0,0,0, 0,14,38.4,12,12,0,1,0,0,  1, 0,1,  5, 0
41298,2002,1,1.12000000000000011e+00,2,47,1,3, 2, 2, 0,0,0,0,0, 0,14,63.5,12,12,0,1,0,0, 10, 0,1,  7, 0
41299,2002,3,1.12000000000000011e+00,1,44,1,3, 2, 2, 0,0,0,0,0, 0,17,52.4,12,12,0,1,0,0,  0, 5,1,  6, 0
41300,2002,4,1.12000000000000011e+00,2,47,1,3, 1, 1,38,0,0,0,0, 0,12,29.0,12,10,0,2,0,2, -1,-1,0, -1,-1
41301,2002,6,5.60000000000000053e-01,1,70,1,3, 4, 1,60,0,0,0,0, 0,18,63.5,12,11,0,1,0,0,  0,20,1,  0,10
41302,2002,1,1.12000000000000011e+00,1,75,1,3,13, 1,50,0,0,0,0, 0,17,83.9,12, 0,0,1,0,0,  2, 0,1,  8, 0
41303,2002,3,5.60000000000000053e-01,1,87,1,3, 4, 1,60,0,0,0,0, 0,18,63.2,12, 0,0,2,0,2, -1,-1,0, -1,-1
41304,2002,4,1.12000000000000011e+00,1,71,1,3, 4, 4, 0,0,0,0,0, 0,16,80.0,12, 0,0,1,0,0,  2, 0,1,  6, 0
41305,2002,6,1.66999999999999993e+00,2,48,1,3,13, 2, 0,0,0,0,0, 0,15,38.9,12, 0,0,1,0,0,  1, 0,1,  0,30
41306,2002,2,1.12000000000000011e+00,2,46,1,3, 2, 1,60,0,0,0,0, 0,16,73.3,12, 0,0,1,0,0,  2, 0,1,  7, 0
41307,2002,4,2.79000000000000004e+00,1,22,1,3, 2, 2, 0,0,0,0,0, 0,12,63.5,12, 2,0,1,0,0,  3, 0,1,  2, 0
41308,2002,5,5.60000000000000053e-01,1,62,1,3, 2, 2, 0,0,0,0,0, 0,19,83.7,12,12,0,1,0,0,  4, 0,1,  2, 0
41309,2002,6,1.12000000000000011e+00,2,23,3,4, 2, 2, 0,0,0,0,0, 0,16,38.9,11, 2,0,1,0,0,  2, 0,1,  2, 0
41310,2002,1,1.66999999999999993e+00,1,57,1,4, 2, 2, 0,0,0,0,0, 0,14,62.2,12, 0,0,1,0,0,  2, 0,1, 21, 0
41311,2002,5,1.12000000000000011e+00,1,36,1,4, 2, 2, 0,0,0,0,0, 0,12,26.7,12,12,0,2,0,2, -1,-1,0, -1,-1
41312,2002,6,1.12000000000000011e+00,1,21,1,4, 4, 2, 0,0,0,0,0, 0,14,-1.0,10, 0,0,1,0,0,  4, 0,1, 21, 0
41313,2002,1,5.60000000000000053e-01,1,66,1,4, 2, 2, 0,0,0,0,0, 0,12,38.4,12,12,0,1,0,0,  1, 0,1,  0,30
41314,2002,2,1.12000000000000011e+00,2,23,1,4, 4, 4, 0,0,0,0,0, 0,12,29.0,98,98,0,2,0,1,  0, 0,1,999,99
41315,2002,5,1.12000000000000011e+00,2,30,3,4, 1, 1,18,0,0,0,0, 0,15,30.8, 8, 8,0,1,0,0,  0,30,1,  1, 0
41316,2002,6,5.60000000000000053e-01,2,89,1,4, 1, 5, 0,0,0,0,0, 0,14,64.4,12, 0,0,2,0,2, -1,-1,0, -1,-1
41317,2002,2,5.60000000000000053e-01,1,32,3,4, 9, 9, 0,0,0,0,0, 0,16,63.5,12,12,0,1,0,0, 14, 0,1,  3, 0
41318,2002,3,5.60000000000000053e-01,1,46,1,4, 4, 1,38,0,0,0,0, 0,15,32.3,12, 0,0,1,0,0,  4, 0,1, 15, 0
41319,2002,1,1.12000000000000011e+00,2,46,1,4, 4, 4, 0,0,0,0,0, 0,12,33.1,12,12,0,1,0,0,  7, 0,1, 20, 0
41320,2002,2,1.12000000000000011e+00,1,32,1,4, 1, 1,60,0,0,0,0, 0,12,63.5,13,13,0,1,0,0,  1,30,1,  0,30
41321,2002,3,5.60000000000000053e-01,2,35,1,4, 4, 4, 0,0,0,0,0, 0,20,87.0,12,12,0,1,0,0,  1, 0,1,  5, 0
41322,2002,5,1.12000000000000011e+00,1,65,2,2, 1, 1,18,0,0,0,0, 0, 8,28.4, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41323,2002,6,1.12000000000000011e+00,1,37,3,2, 6, 6, 0,0,0,0,0, 0,11,36.5,10, 0,0,2,0,1,  0, 0,2, -1,-1
41324,2002,4,5.60000000000000053e-01,2,31,1,2, 2, 2, 0,0,0,0,0, 0, 9,22.5,10,10,0,1,0,0,  0, 0,2, -1,-1
41325,2002,3,1.12000000000000011e+00,2,67,1,2, 1, 4, 0,0,0,0,0, 0,12,42.2,12, 0,0,1,0,0,  0,20,1,  1, 0
41326,2002,5,1.66999999999999993e+00,1,35,1,2, 2, 2, 0,0,0,0,0, 0,11,36.5,12,12,0,1,0,0,  0, 2,1,  1, 0
41327,2002,6,5.60000000000000053e-01,1,70,3,3, 1, 2, 0,0,0,0,0, 0,14,28.4, 9, 0,0,2,0,2, -1,-1,0, -1,-1
41328,2002,2,1.12000000000000011e+00,1,84,1,3, 1, 1,30,0,0,0,0, 0,12,63.5,12, 0,0,1,0,0,  0, 0,1,  1, 0
41329,2002,4,1.12000000000000011e+00,1,39,1,3, 1, 2, 0,0,0,0,0, 0,12,37.6, 1, 0,0,2,0,2, -1,-1,0, -1,-1
41330,2002,1,1.12000000000000011e+00,1,43,1,3,11, 2, 0,0,0,0,0, 0,13,69.2,11,11,0,2,0,2, -1,-1,0, -1,-1
41331,2002,3,5.60000000000000053e-01,1,36,1,3, 1, 1,60,0,0,0,0, 0,12,35.1,10,10,0,2,0,2, -1,-1,0, -1,-1
41332,2002,5,1.66999999999999993e+00,1,55,1,1, 1, 1,14,0,0,0,0, 0,14,64.1,12,12,0,1,0,0,  4, 0,1,  1, 0
41333,2002,6,1.12000000000000011e+00,1,33,2,1, 1, 1,60,0,0,0,0, 0,14,50.7,13,13,0,2,0,2, -1,-1,0, -1,-1
41334,2002,1,1.12000000000000011e+00,1,73,1,1, 4, 2, 0,0,0,0,0, 0,12,76.4,13, 0,0,1,0,0,  2, 0,1,  1, 0
41335,2002,3,5.60000000000000053e-01,2,38,1,1, 2, 2, 0,0,0,0,0, 0,12,53.3,12,12,0,1,0,0,  0, 0,2, -1,-1
41336,2002,4,1.12000000000000011e+00,1,40,1,1, 1, 1,70,0,0,0,0, 0,12,29.4,12,12,0,2,0,2, -1,-1,0, -1,-1
41337,2002,6,1.12000000000000011e+00,2,29,2,1, 4, 1,60,0,0,0,0, 0,12,36.5,12,12,0,1,0,0,  3, 0,1,  2, 0
41338,2002,1,1.12000000000000011e+00,2,49,1,1, 1, 1,60,0,0,0,0, 0,12,41.6,11,11,0,2,0,2, -1,-1,0, -1,-1
41339,2002,3,1.12000000000000011e+00,1,26,1,3, 4, 1,18,0,0,0,0, 0,13,44.7,12,12,0,1,0,0,  0, 0,2, -1,-1
41340,2002,6,1.12000000000000011e+00,2,30,3,3, 2, 2, 0,0,0,0,0, 0,13,36.5,12,12,0,1,0,0,  0, 0,1,  0,30
41341,2002,1,1.66999999999999993e+00,2,54,1,3, 2, 1,18,0,0,0,0, 0,14,26.4,12,12,0,1,0,0,  2, 0,1,  0,30
41342,2002,3,2.79000000000000004e+00,1,27,3,3, 2, 2, 0,0,0,0,0, 0,14,65.8,12, 4,0,1,0,0, 10, 0,1, 15, 0
41343,2002,4,5.60000000000000053e-01,2,40,3,4, 2, 2, 0,0,0,0,0, 0,14,33.1,10,10,0,1,0,0,  0,30,1,  7, 0
41344,2002,6,1.12000000000000011e+00,1,30,1,4, 2, 2, 0,0,0,0,0, 0,18,48.6,12,11,0,1,0,0, 35, 0,1, 30, 0
41345,2002,1,1.12000000000000011e+00,2,45,2,4, 1, 1,14,0,0,0,0, 0,20,82.7,12,12,0,1,0,0,  8, 0,1, 12, 0
41346,2002,2,1.12000000000000011e+00,2,22,3,4, 2, 2, 0,0,0,0,0, 0,13,65.8,11, 9,0,1,0,0,  5, 0,1,  3, 0
41347,2002,3,5.60000000000000053e-01,1,32,3,4, 6, 6, 0,0,0,0,0, 0,12,27.5,12,12,0,1,0,0,  1, 0,1,  4, 0
41348,2002,5,1.12000000000000011e+00,2,24,1,4, 2, 2, 0,0,0,0,0, 0,12,33.1,10, 2,0,2,0,2, -1,-1,0, -1,-1
41349,2002,2,1.12000000000000011e+00,2,35,1,4,11,11, 0,0,0,0,0, 0,13,38.4,12, 9,0,1,0,0,  0, 0,1,  1, 0
41350,2002,3,5.60000000000000053e-01,1,32,1,4, 2, 2, 0,0,0,0,0, 0,16,83.7,12,12,0,1,0,0, 20, 0,1,  6, 0
41351,2002,3,5.60000000000000053e-01,2,31,1,4, 2, 4, 0,0,0,0,0, 0,17,78.5,12,12,0,1,0,0,  0, 0,1,  4, 0
41352,2002,4,5.60000000000000053e-01,1,65,1,4, 4, 1,60,0,0,0,0, 0,17,86.6,12, 8,0,1,0,0,  1, 0,1,  8, 0
41353,2002,6,5.60000000000000053e-01,2,60,3,4, 1, 2, 0,0,0,0,0, 0,16,29.4,12,11,0,2,0,2, -1,-1,0, -1,-1
41354,2002,1,5.60000000000000053e-01,2,33,2,1, 1, 1,18,0,0,0,0, 0,14,38.7, 1, 0,0,2,0,2, -1,-1,0, -1,-1
41355,2002,2,1.12000000000000011e+00,2,24,1,1, 4, 1,38,0,0,0,0, 0,14,38.4,12,12,0,1,0,0, 15, 0,1, 40, 0
41356,2002,4,1.12000000000000011e+00,1,34,2,1, 9, 9, 0,0,0,0,0, 0, 6,48.9, 9, 0,0,1,0,0,  0, 0,2, -1,-1
41357,2002,1,1.12000000000000011e+00,1,30,2,1, 6, 1,18,0,0,0,0, 0,15,83.7,12,12,0,1,0,0,  2, 0,1,  2, 0
41358,2002,4,5.60000000000000053e-01,2,36,2,1, 4, 1,50,0,0,0,0, 0,15,73.2,12,12,0,1,0,0,  1, 0,1,  3, 0
41359,2002,6,5.60000000000000053e-01,2,38,2,1, 1, 1,14,0,0,0,0, 0,14,38.4,12,12,0,1,0,0,  3, 0,1,  5, 0
41360,2002,2,1.12000000000000011e+00,2,28,2,1, 1, 1,18,0,0,0,0, 0,16,38.9, 9, 2,0,1,0,0,  0, 0,1,  3, 0
41361,2002,3,5.60000000000000053e-01,2,42,1,1, 4, 1,70,0,0,0,0, 0,16,62.1,12,12,0,1,0,0,  5, 0,1,  2, 0
41362,2002,4,5.60000000000000053e-01,2,24,2,1,98,98, 0,0,0,0,0, 0,98,-1.0,98, 0,0,8,0,8, -1,-1,0, -1,-1
41363,2002,5,1.12000000000000011e+00,2,38,3,1, 6, 6, 0,0,0,0,0, 0,18,84.7,12,12,0,1,0,0,  5, 0,1,  5, 0
41364,2002,1,5.60000000000000053e-01,1,40,1,1, 4, 1,35,0,0,0,0, 0,16,75.2,12,12,0,1,0,0,  4, 0,1, 20, 0
41365,2002,2,1.12000000000000011e+00,2,31,1,1, 4, 1,60,0,0,0,0, 0,16,60.6,12,10,0,1,0,0,998,98,1,  1, 0
41366,2002,3,5.60000000000000053e-01,1,26,1,1, 4, 4, 0,0,0,0,0, 0,16,63.5,13,13,0,1,0,0, 40, 0,1,998,98
41367,2002,6,5.60000000000000053e-01,1,33,3,1, 4, 7, 0,0,0,0,0, 0,18,73.6,13,13,0,1,0,0,  0, 1,1,998,98
41368,2002,1,1.12000000000000011e+00,1,67,1,1, 2, 2, 0,0,0,0,0, 0,12,37.3,12, 0,0,2,0,2, -1,-1,0, -1,-1
41369,2002,2,5.60000000000000053e-01,1,45,2,1, 4, 4, 0,0,0,0,0, 0,19,69.7,12,12,0,1,0,0, 10, 0,1,  0,30
41370,2002,3,5.60000000000000053e-01,1,60,1,1, 1, 1,60,0,0,0,0, 0,19,63.5,12,11,0,1,0,0,  1, 0,1,  0,30
41371,2002,4,1.12000000000000011e+00,2,24,1,1, 2, 2, 0,0,0,0,0, 0,13,37.7,11, 9,0,1,0,0,  1, 0,1,999,99
41372,2002,5,5.60000000000000053e-01,2,34,2,1, 2, 2, 0,0,0,0,0, 0,11,44.3,10,10,0,1,0,0,  0, 0,1,  2, 0
41373,2002,6,1.66999999999999993e+00,2,51,2,1, 4, 2, 0,0,0,0,0, 0,16,85.1,13,13,0,1,0,0,998,98,2, -1,-1
41374,2002,2,5.60000000000000053e-01,2,33,1,1, 1, 1,50,0,0,0,0, 0,18,72.5,12, 9,0,1,0,0, 14, 0,1,  7, 0
41375,2002,5,1.12000000000000011e+00,2,43,2,1, 1, 1,18,0,0,0,0, 0,11,29.3,11,10,0,1,0,0,  2, 0,1,  1, 0
41376,2002,6,5.60000000000000053e-01,2,26,2,1, 2, 2, 0,0,0,0,0, 0,12,36.5,10,10,0,1,0,0,  0,15,1,  0,30
41377,2002,1,5.60000000000000053e-01,2,65,2,1, 1, 1,50,0,0,0,0, 0,14,29.3,12,12,0,2,0,2, -1,-1,0, -1,-1
41378,2002,3,1.12000000000000011e+00,1,41,2,1, 1, 1,60,0,0,0,0, 0,12,39.4,12,12,0,1,0,0,  5, 0,1, 20, 0
41379,2002,4,5.60000000000000053e-01,2,56,3,1, 4, 4, 0,0,0,0,0, 0,14,-1.0,13,99,0,2,0,2, -1,-1,0, -1,-1
41380,2002,6,5.60000000000000053e-01,2,55,2,1, 1,10, 0,0,0,0,0, 0, 6,33.1, 9, 9,0,2,0,2, -1,-1,0, -1,-1
41381,2002,1,5.60000000000000053e-01,1,47,2,1, 1, 1,50,0,0,0,0, 0,99,28.4,13,13,0,2,0,2, -1,-1,0, -1,-1
41382,2002,2,5.60000000000000053e-01,2,47,1,1, 1, 2, 0,0,0,0,0, 0,20,92.3,12,12,0,1,0,0, 18, 0,1,  5, 0
41383,2002,3,5.60000000000000053e-01,2,89,1,1, 4, 3, 0,0,0,0,0, 0,17,80.3,13, 0,0,2,0,2, -1,-1,0, -1,-1
41384,2002,5,1.12000000000000011e+00,2,54,1,1, 1, 1,48,0,0,0,0, 0,19,85.1,12, 0,0,1,0,0,  0,20,1,  5, 0
41385,2002,3,5.60000000000000053e-01,2,43,1,1, 3, 3, 0,0,0,0,0, 0,16,63.5,12,12,0,1,0,0,  5, 0,1,  2, 0
41386,2002,1,5.60000000000000053e-01,1,37,1,1, 1, 1,70,0,0,0,0, 0,16,50.7,12,12,0,1,0,0, 20, 0,1,  3, 0
41387,2002,2,1.12000000000000011e+00,2,83,1,1, 4, 3, 0,0,0,0,0, 0,20,82.7,12, 0,0,1,0,0,  0,30,1,  1, 0
41388,2002,4,5.60000000000000053e-01,2,62,1,1, 4,11, 0,0,0,0,0, 0,16,75.2,12,12,0,1,0,0, 15, 0,1, 15, 0
41389,2002,1,5.60000000000000053e-01,2,48,1,1, 3, 3, 0,0,0,0,0, 0,20,86.9,12,12,0,1,0,0,  5, 0,1, 20, 0
41390,2002,5,5.60000000000000053e-01,1,63,1,1, 3, 3, 0,0,0,0,0, 0,16,92.3,12,12,0,1,0,0,  6, 0,1,  4, 0
41391,2002,4,5.60000000000000053e-01,1,38,1,1, 1, 2, 0,0,0,0,0, 0,16,38.0, 5, 5,0,1,0,0,  3, 0,1, 15, 0
41392,2002,6,5.60000000000000053e-01,2,83,2,1, 1, 1,18,0,0,0,0, 0, 6,22.5, 6, 0,0,2,0,2, -1,-1,0, -1,-1
41393,2002,1,5.60000000000000053e-01,2,87,2,1, 1, 1,14,0,0,0,0, 0, 9,33.1, 6, 0,0,2,0,2, -1,-1,0, -1,-1
41394,2002,6,5.60000000000000053e-01,1,26,2,1, 2, 2, 0,0,0,0,0, 0,12,39.4,10,10,0,2,0,2, -1,-1,0, -1,-1
41395,2002,1,1.66999999999999993e+00,1,44,2,1, 9, 1,18,0,0,0,0, 0,15,21.3,13, 0,0,2,0,2, -1,-1,0, -1,-1
41396,2002,2,5.60000000000000053e-01,2,78,2,1, 1, 1,10,0,0,0,0, 0,14,54.2, 8, 0,0,2,0,2, -1,-1,0, -1,-1
41397,2002,3,1.12000000000000011e+00,2,67,2,1,11,98, 0,0,0,0,0, 0,99,38.9,13, 0,0,2,0,2, -1,-1,0, -1,-1
41398,2002,4,5.60000000000000053e-01,2,63,2,1, 1, 1,22,0,0,0,0, 0,14,29.3, 8, 0,0,1,0,0,  0, 0,1,  1, 0
41399,2002,2,1.12000000000000011e+00,2,21,3,1, 2, 2, 0,0,0,0,0, 0,13,32.4,11, 3,0,1,0,0,  0, 0,1,  1, 0
41400,2002,6,2.79000000000000004e+00,2,42,3,1, 2, 2, 0,0,0,0,0, 0,14,36.5,12, 8,0,2,0,1,  0, 0,2, -1,-1
41401,2002,4,2.22999999999999998e+00,1,53,1,1,11, 2, 0,0,0,0,0, 0,12,35.1,13,13,0,2,0,2, -1,-1,0, -1,-1
41402,2002,1,1.12000000000000011e+00,1,55,1,1, 4,10, 0,0,0,0,0, 0, 6,28.6,13,13,0,2,0,2, -1,-1,0, -1,-1
41403,2002,3,1.12000000000000011e+00,1,73,1,1, 2, 2, 0,0,0,0,0, 0,12,36.5,12, 0,0,1,0,0,  0,30,1,  3, 0
41404,2002,1,1.12000000000000011e+00,1,33,3,1, 9, 9, 0,0,0,0,0, 0,16,38.9,98,98,0,2,0,2, -1,-1,0, -1,-1
41405,2002,2,2.22999999999999998e+00,2,24,1,1, 4, 4, 0,0,0,0,0, 0,14,-1.0,12, 0,0,1,0,0,  0,30,1,  7, 0
41406,2002,3,1.66999999999999993e+00,2,52,1,1, 3, 3, 0,0,0,0,0, 0,14,-1.0,12, 0,0,2,0,1,  0, 0,2, -1,-1
41407,2002,6,5.60000000000000053e-01,2,70,1,1, 2, 2, 0,0,0,0,0, 0,18,80.3,12, 0,0,2,0,2, -1,-1,0, -1,-1
41408,2002,6,5.60000000000000053e-01,2,85,1,1, 3, 3, 0,0,0,0,0, 0,11,38.4,13, 0,0,2,0,2, -1,-1,0, -1,-1
41409,2002,1,1.12000000000000011e+00,1,72,1,1, 4, 3, 0,0,0,0,0, 0,14,57.1,13,13,0,2,0,2, -1,-1,0, -1,-1
41410,2002,4,1.12000000000000011e+00,2,99,1,1, 1,10, 0,0,0,0,0, 0,12,33.1,98,11,0,1,0,0,  2, 0,1,  8, 0
41411,2002,5,1.12000000000000011e+00,1,75,1,1, 3, 3, 0,0,0,0,0, 0,18,86.0,13, 0,0,1,0,0,  1, 0,1, 20, 0
41412,2002,3,5.60000000000000053e-01,2,51,1,1, 3, 3, 0,0,0,0,0, 0,14,63.5,98, 9,0,1,0,0,  0, 0,1,  0, 0
41413,2002,5,1.12000000000000011e+00,2,37,1,1, 3, 4, 0,0,0,0,0, 0,17,80.3,13,13,0,1,0,0,  3, 0,1,  3, 0
41414,2002,6,1.66999999999999993e+00,2,67,2,1, 1, 1,14,0,0,0,0, 0, 8,-1.0, 5, 0,0,2,0,2, -1,-1,0, -1,-1
41415,2002,1,5.60000000000000053e-01,1,64,2,1, 2, 2, 0,0,0,0,0, 0,18,39.4,10,10,0,1,0,0,  5, 0,1, 10, 0
41416,2002,2,5.60000000000000053e-01,2,33,2,1, 1, 1,60,0,0,0,0, 0,14,29.3,12,12,0,2,0,2, -1,-1,0, -1,-1
41417,2002,4,5.60000000000000053e-01,2,49,2,1, 1, 1,10,0,0,0,0, 0,12,83.9, 5, 5,0,2,0,2, -1,-1,0, -1,-1
41418,2002,5,1.12000000000000011e+00,2,47,2,1, 1, 1,60,0,0,0,0, 0,12,29.3,12,11,0,2,0,2, -1,-1,0, -1,-1
41419,2002,6,5.60000000000000053e-01,2,45,2,1, 1, 1,50,0,0,0,0, 0,12,27.5,98, 9,0,2,0,2, -1,-1,0, -1,-1
41420,2002,1,1.12000000000000011e+00,1,25,1,1, 4, 2, 0,0,0,0,0, 0, 9,31.5,13,13,0,2,0,2, -1,-1,0, -1,-1
41421,2002,2,5.60000000000000053e-01,1,49,2,1, 1, 1,10,0,0,0,0, 0,11,28.4,13,13,0,2,0,2, -1,-1,0, -1,-1
41422,2002,3,1.12000000000000011e+00,2,76,2,1, 1, 1,60,0,0,0,0, 0, 8,-1.0,13, 0,0,2,0,2, -1,-1,0, -1,-1
