CASEID,YEAR,VERSION,COMPWT,SEX,AGE,RACE,SRCBELT,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,WEBTV,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
53489,2010,2,9.30000000000000049e-01,2,27,3,3, 2, 2, 0,0,0,0,0, 2,13,64.4,12,12,0,1,0,0,  4, 0,0, 16, 0
53490,2010,3,9.30000000000000049e-01,1,33,1,3, 2, 2, 0,0,0,0,0, 0,16,31.2,12,12,1,0,0,0, -1,-1,0, -1,-1
53491,2010,1,1.38999999999999990e+00,2,60,1,3, 2, 2, 0,0,0,0,0, 2,18,63.5,12,12,0,1,0,0, 14,-1,0,  3,-1
53492,2010,2,9.30000000000000049e-01,1,51,1,3, 4, 2, 0,0,0,0,0, 4,15,66.1,12, 0,0,1,0,0,  3, 0,0,  3, 0
53493,2010,2,9.30000000000000049e-01,2,52,2,3, 1, 1,18,0,0,0,0, 0, 9,43.7,13,13,0,1,0,0,  0,-1,1,  1,-1
53494,2010,1,4.60000000000000020e-01,1,41,2,3, 1, 1,21,0,0,0,0, 0,16,62.1,13,13,0,1,0,0,  1,-1,0,  3,-1
53495,2010,1,1.85000000000000009e+00,2,32,1,3, 2, 2, 0,0,0,0,0, 2, 9,22.9,13,10,0,1,0,0,  0,-1,2, -1,-1
53496,2010,2,4.60000000000000020e-01,1,57,2,3, 1, 1,12,0,0,0,0, 0,16,56.5,12,12,0,1,0,0, 16,-1,0, 10,-1
53497,2010,3,1.38999999999999990e+00,1,59,1,3, 1, 2, 0,0,0,0,0, 1, 0,31.4,12,12,0,0,0,0, -1,-1,0, -1,-1
53498,2010,2,1.67999999999999994e+00,2,77,2,3, 1, 1,12,0,0,0,0, 0,15,63.5,12,11,0,1,0,0,  1,-1,0,  1,-1
53499,2010,3,1.85000000000000009e+00,2,81,1,3, 2, 1,18,0,0,0,0, 0, 8,30.7,13, 0,1,0,0,0, -1,-1,0, -1,-1
53500,2010,2,9.30000000000000049e-01,2,33,1,3, 2, 2, 0,0,0,0,0, 2, 8,28.4, 4,11,0,2,2,0, -1,-1,2, -1,-1
53501,2010,3,9.30000000000000049e-01,2,43,3,3, 1, 1,50,0,0,0,0, 1,16,56.6,12,12,0,0,0,0, -1,-1,0, -1,-1
53502,2010,1,9.30000000000000049e-01,2,65,1,3, 1, 1,60,0,0,0,0, 0,14,32.3,12,12,0,1,0,0,  2,-1,0,  3,-1
53503,2010,2,9.30000000000000049e-01,2,44,1,3,11,11,70,0,0,0,0, 3,18,78.5,12, 0,0,1,0,0,  1,-1,0,  1,-1
53504,2010,3,1.85000000000000009e+00,2,61,1,3, 2, 2, 0,0,0,0,0, 4,18,80.3,12,12,1,0,0,0, -1,-1,0, -1,-1
53505,2010,1,3.37000000000000011e+00,1,33,2,3, 4, 1,43,0,0,0,0, 0,16,66.1,12,12,1,1,0,0, 15, 0,0, 75, 0
53506,2010,2,9.30000000000000049e-01,1,46,1,3, 1, 1,31,0,0,0,0, 1,17,35.7,12,12,0,1,0,0, 25,-1,0, 12,-1
53507,2010,1,9.30000000000000049e-01,2,27,3,3, 4,11,70,0,0,0,0, 4,16,-1.0,12,12,1,1,0,0,  6,-1,0, 66,-1
53508,2010,3,2.52999999999999980e+00,2,42,3,3, 3, 1,35,0,0,0,0, 3,16,92.3,12,12,1,0,0,0, -1,-1,0, -1,-1
53509,2010,3,9.30000000000000049e-01,2,46,1,3, 1, 1,48,0,0,0,0, 1,16,62.5,12, 9,1,0,0,0, -1,-1,0, -1,-1
53510,2010,1,9.30000000000000049e-01,1,61,1,3, 2, 2, 0,0,0,0,0, 0,13,38.4,12,12,0,1,0,0,  1,-1,0,  7,-1
53511,2010,3,1.67999999999999994e+00,2,71,1,3, 2, 2, 0,0,0,0,0,10,12,-1.0,12, 0,2,0,0,0, -1,-1,0, -1,-1
53512,2010,1,4.60000000000000020e-01,1,40,1,5, 4, 2, 0,0,0,0,0, 0,15,63.5,12, 9,0,1,0,0,  7, 0,0, 14, 0
53513,2010,2,9.30000000000000049e-01,2,47,1,5, 1, 1,60,0,0,0,0, 1,18,74.4,12,12,0,1,0,0,  4, 0,0,  2, 0
53514,2010,1,9.30000000000000049e-01,2,66,1,5, 1, 1,14,0,0,0,0, 1,16,78.5,12, 0,0,1,0,0,  8,-1,0,  6,-1
53515,2010,3,1.67999999999999994e+00,1,46,1,5, 1, 2, 0,0,0,0,0, 1,12,34.3,12,12,8,0,0,0, -1,-1,0, -1,-1
53516,2010,1,4.60000000000000020e-01,1,35,3,3, 1, 1,38,0,0,0,0, 0,12,38.2,13, 0,0,1,0,0,  1,-1,0,  3,-1
53517,2010,3,3.37000000000000011e+00,1,53,2,3, 1, 1,13,0,0,0,0,11,12,31.5,12, 8,1,0,0,0, -1,-1,0, -1,-1
53518,2010,2,9.30000000000000049e-01,1,31,3,3, 7, 7, 0,0,0,0,0, 7,17,49.9,12,12,0,1,0,0, 20,-1,0, 50,-1
53519,2010,3,1.67999999999999994e+00,2,23,1,3, 5, 2, 0,0,0,0,0, 1,12,79.8,12,12,0,0,0,0, -1,-1,0, -1,-1
53520,2010,2,9.30000000000000049e-01,1,67,3,3, 2, 2, 0,0,0,0,0, 1, 8,48.6,11, 1,0,1,0,0,  0,-1,2, -1,-1
53521,2010,3,1.38999999999999990e+00,2,30,3,3, 2, 2, 0,0,0,0,0, 2,12,27.5,12, 9,1,0,0,0, -1,-1,0, -1,-1
53522,2010,3,9.30000000000000049e-01,1,62,3,1, 2, 2, 0,0,0,0,0, 2,20,88.9,12,12,1,0,0,0, -1,-1,0, -1,-1
53523,2010,1,8.39999999999999969e-01,2,62,1,1, 4, 1,28,0,0,0,0, 0,17,64.8,12,12,1,1,0,0,  5, 0,0,  1, 0
53524,2010,2,9.30000000000000049e-01,1,45,2,3, 1, 1,18,0,0,0,0,11,12,38.1,12,12,0,1,0,0, -1, 5,0,  5,-1
53525,2010,2,1.85000000000000009e+00,2,20,1,3, 4, 1,60,0,0,0,0, 0,13,46.8,98, 1,0,1,0,0,  7,-1,0,  7,-1
53526,2010,1,1.38999999999999990e+00,2,31,3,3, 1, 2, 0,0,0,0,0, 0, 9,32.4,10, 1,2,1,0,0, -1,20,0, -1,30
53527,2010,1,9.30000000000000049e-01,1,60,1,3, 1, 1,18,0,0,0,0, 1,13,50.7,12,12,0,1,0,0,  5, 0,0,  0, 0
53528,2010,2,9.30000000000000049e-01,2,35,1,3, 3, 2, 0,0,0,0,0, 3,14,60.6,12, 9,0,1,0,0, 10, 0,0, 80, 0
53529,2010,3,1.67999999999999994e+00,2,20,1,3, 1, 2, 0,0,0,0,0, 0,13,84.7,12,12,1,0,0,0, -1,-1,0, -1,-1
53530,2010,1,9.30000000000000049e-01,2,33,1,3, 2, 2, 0,0,0,0,0, 2,12,29.4,12, 0,0,1,0,0, -1, 5,0,  3,-1
53531,2010,2,9.30000000000000049e-01,1,33,1,3, 4, 2, 0,0,0,0,0, 0, 9,31.5,11,11,0,2,2,0, -1,-1,2, -1,-1
53532,2010,3,1.85000000000000009e+00,1,19,3,1,11,11,70,0,0,0,0, 0,12,-1.0,98, 0,1,0,0,0, -1,-1,0, -1,-1
53533,2010,1,9.30000000000000049e-01,1,39,1,1, 2, 1,18,0,0,0,0, 2,16,50.7,12,12,0,1,0,0, 10, 0,0,  6,-1
53534,2010,2,4.60000000000000020e-01,2,21,2,3, 1, 1,18,0,0,0,0, 0,14,39.6, 8, 0,0,1,0,0,  1, 0,0,  3, 0
53535,2010,3,9.30000000000000049e-01,2,23,2,3, 1, 1,60,0,0,0,0, 0,11,-1.0, 3, 0,0,0,0,0, -1,-1,0, -1,-1
53536,2010,2,1.38999999999999990e+00,2,23,2,3, 1, 1,18,0,0,0,0, 0,12,29.3,98,13,0,1,0,0, 35,-1,0, 40,-1
53537,2010,3,4.60000000000000020e-01,2,63,2,3, 1, 1,22,0,0,0,0, 0,12,36.5, 9,10,1,0,0,0, -1,-1,0, -1,-1
53538,2010,1,9.30000000000000049e-01,2,31,3,3, 2, 2, 0,0,0,0,0, 2,13,38.4,12,12,2,1,0,0, 25,-1,0,  1,-1
53539,2010,2,4.60000000000000020e-01,2,86,1,3, 1, 1,18,0,0,0,0, 0,12,43.7,11, 0,0,2,2,0, -1,-1,2, -1,-1
53540,2010,3,1.38999999999999990e+00,1,25,1,3, 2, 2, 0,0,0,0,0, 0,12,34.2,12,12,1,0,0,0, -1,-1,0, -1,-1
53541,2010,3,9.30000000000000049e-01,1,61,1,1, 4, 1,48,0,0,0,0, 1,16,63.5,12,11,0,0,0,0, -1,-1,0, -1,-1
53542,2010,2,9.30000000000000049e-01,2,63,1,1, 1, 1,48,0,0,0,0, 1,20,73.2,12, 0,0,1,0,0,  0,30,0,  2,-1
53543,2010,2,9.30000000000000049e-01,1,39,1,1, 2, 2, 0,0,0,0,0, 1,16,63.5,12,12,0,1,0,0, 20, 0,0, 10, 0
53544,2010,2,9.30000000000000049e-01,1,61,3,1, 2, 2, 0,0,0,0,0, 8,12,37.9,98, 9,0,1,0,0,  3, 0,0,  5, 0
53545,2010,3,9.30000000000000049e-01,2,47,1,1, 1, 1,70,0,0,0,0, 1,20,-1.0,12,13,1,0,0,0, -1,-1,0, -1,-1
53546,2010,2,9.30000000000000049e-01,2,50,2,1, 1, 1,18,0,0,0,0, 1,12,64.8,12,12,0,1,0,0, -1,20,0, -1,20
53547,2010,1,9.30000000000000049e-01,2,37,1,1, 1, 1,35,0,0,0,0, 1,16,75.2,12, 0,1,1,0,0,  1,-1,0,  2,-1
53548,2010,2,9.30000000000000049e-01,2,50,3,1, 2, 2, 0,0,0,0,0, 6,14,29.3,12, 5,0,1,0,0,  1,-1,0,  2,-1
53549,2010,3,4.60000000000000020e-01,1,50,1,1, 2, 2, 0,0,0,0,0, 0,18,59.1,12,12,1,0,0,0, -1,-1,0, -1,-1
53550,2010,1,2.77999999999999980e+00,2,25,3,1, 6, 2, 0,0,0,0,0, 6,11,-1.0,12,13,0,1,0,0,  0,-1,1,  1,-1
53551,2010,2,9.30000000000000049e-01,1,40,3,1, 2, 2, 0,0,0,0,0, 0,12,32.3, 9, 8,0,1,0,0,  1, 0,0,  0,30
53552,2010,1,4.60000000000000020e-01,2,56,1,1, 2, 2, 0,0,0,0,0, 0, 9,25.5, 9, 0,0,2,2,0, -1,-1,2, -1,-1
53553,2010,1,1.67999999999999994e+00,1,49,1,3, 4, 2, 0,0,0,0,0, 1,14,48.5,12,12,0,1,0,0, 10,-1,0, 10,-1
53554,2010,2,9.30000000000000049e-01,1,68,1,3, 1, 1,10,0,0,0,0, 3,16,63.5,12,12,0,1,0,0, 20, 0,0, 20, 0
53555,2010,1,9.30000000000000049e-01,1,53,1,3, 2, 2, 0,0,0,0,0, 0,14,73.6,12,12,0,1,0,0,  2,-1,0, 20,-1
53556,2010,2,4.60000000000000020e-01,2,59,1,3, 2, 2, 0,0,0,0,0, 0,12,26.4,12, 0,0,1,0,0,  7,-1,0,  5,-1
53557,2010,1,9.30000000000000049e-01,2,66,1,3, 4, 2, 0,0,0,0,0, 4,15,60.6,11, 0,1,1,0,0,  5,-1,0,  3,-1
53558,2010,2,3.37000000000000011e+00,1,59,1,3, 4, 1,70,0,0,0,0, 4,13,53.3,12,12,0,1,0,0,  2,-1,0,  2,-1
53559,2010,3,8.39999999999999969e-01,2,49,1,3,99,99,99,0,0,0,0, 0,19,-1.0,13,13,1,0,0,0, -1,-1,0, -1,-1
53560,2010,1,9.30000000000000049e-01,1,70,1,3, 3, 3, 0,0,0,0,0, 0,17,61.9,12,12,0,1,0,0, 15, 0,0, 10, 0
53561,2010,1,9.30000000000000049e-01,2,53,1,3, 2, 2, 0,0,0,0,0, 2,16,38.5,12,12,1,1,0,0, 35,-1,0,  2,-1
53562,2010,2,1.85000000000000009e+00,2,31,1,3, 2, 2, 0,0,0,0,0, 0,12,33.1,12, 2,0,1,0,0, 10,-1,0, 15,-1
53563,2010,3,9.30000000000000049e-01,2,36,3,3, 2, 2, 0,0,0,0,0, 2,13,28.4,12,10,0,0,0,0, -1,-1,0, -1,-1
53564,2010,2,4.60000000000000020e-01,1,84,1,3, 2, 2, 0,0,0,0,0, 0,16,63.5,12, 0,0,2,2,0, -1,-1,2, -1,-1
53565,2010,1,9.30000000000000049e-01,2,62,1,5, 1, 1,50,0,0,0,0, 2,16,39.6,12,12,1,1,0,0,  1,-1,0,  7,-1
53566,2010,2,9.30000000000000049e-01,1,71,1,5, 1, 1,70,0,0,0,0, 1,10,32.3,12,12,0,2,1,0,  0, 0,2, -1,-1
53567,2010,2,9.30000000000000049e-01,2,41,1,5, 4, 1,18,0,0,0,0, 4,12,63.5,12, 0,0,1,0,0,  5,30,0, 16,-1
53568,2010,3,4.60000000000000020e-01,2,56,1,5, 1, 1,50,0,0,0,0, 0,13,31.4,11, 0,2,0,0,0, -1,-1,0, -1,-1
53569,2010,3,9.30000000000000049e-01,1,44,1,3, 1, 1,50,0,0,0,0, 2,18,63.5,12,12,1,0,0,0, -1,-1,0, -1,-1
53570,2010,1,4.60000000000000020e-01,2,89,1,3, 1, 1,18,0,0,0,0, 0,12,32.4,12, 0,0,2,2,0, -1,-1,2, -1,-1
53571,2010,1,1.85000000000000009e+00,2,26,1,3, 2, 2, 0,0,0,0,0, 0,15,39.6,12, 0,1,1,0,0,  1,-1,0, 14,-1
53572,2010,2,1.67999999999999994e+00,1,39,1,3, 2, 2, 0,0,0,0,0, 2,16,63.5,12,12,0,1,0,0, 30,-1,0, 10,-1
53573,2010,2,1.67999999999999994e+00,2,41,1,3, 1, 2, 0,0,0,0,0, 1,17,67.0,12, 0,0,1,0,0,  5,-1,0,  8,-1
53574,2010,2,9.30000000000000049e-01,1,25,2,3, 4,11,70,0,0,0,0, 0,11,63.2,12,12,0,1,0,0,  2,-1,0, 20,-1
53575,2010,3,1.85000000000000009e+00,1,64,2,3, 2, 2, 0,0,0,0,0, 0,14,33.6, 5, 0,2,0,0,0, -1,-1,0, -1,-1
53576,2010,1,1.67999999999999994e+00,2,55,2,3, 1, 1,18,0,0,0,0, 1,16,63.5,12,11,0,1,0,0,  5,-1,0, 10,-1
53577,2010,2,1.38999999999999990e+00,2,21,2,3, 1,11,70,0,0,0,0, 0,12,26.4,11, 9,0,1,0,0,  0, 0,1,  2,-1
53578,2010,3,1.67999999999999994e+00,1,21,2,3, 1,11,70,0,0,0,0, 0,14,38.9, 9, 9,1,0,0,0, -1,-1,0, -1,-1
53579,2010,3,9.30000000000000049e-01,2,41,1,3, 1, 1,60,0,0,0,0, 0,13,63.5,12, 6,0,0,0,0, -1,-1,0, -1,-1
53580,2010,1,1.67999999999999994e+00,2,51,1,3, 1, 1,43,0,0,0,0, 1,18,63.5,12,12,1,1,0,0,  3,-1,0,  2,-1
53581,2010,2,9.30000000000000049e-01,1,44,1,3, 1, 2, 0,0,0,0,0, 1,16,-1.0,12,13,0,1,0,0, 30, 0,0, 40, 0
53582,2010,3,9.30000000000000049e-01,1,35,1,3, 1, 1,14,0,0,0,0, 1,12,34.2,12, 0,0,0,0,0, -1,-1,0, -1,-1
53583,2010,2,8.39999999999999969e-01,2,47,2,3, 1, 4, 0,0,0,0,0, 0,15,78.5,10,10,0,1,0,0,  5,-1,0,  3,-1
53584,2010,2,9.30000000000000049e-01,2,41,2,3, 4, 1,60,0,0,0,0, 0,13,39.4,11, 9,0,1,0,0,  0, 0,2, -1,-1
53585,2010,2,1.67999999999999994e+00,1,65,1,3, 1, 1,32,0,0,0,0, 1,18,85.1,12, 0,0,2,1,0,  0,-1,2, -1,-1
53586,2010,3,1.67999999999999994e+00,1,34,1,3, 1, 1,14,0,0,0,0, 1,20,31.2,12,12,0,0,0,0, -1,-1,0, -1,-1
53587,2010,1,1.38999999999999990e+00,2,26,1,3, 4, 1,60,0,0,0,0, 0,12,32.4,10, 8,0,1,0,0,  1, 0,0,  1,-1
53588,2010,2,8.39999999999999969e-01,2,41,2,3, 4, 5, 0,0,0,0,0,13,18,73.2,12,12,0,1,0,0,  1,-1,0, 15,-1
53589,2010,3,4.60000000000000020e-01,2,39,2,3, 1, 1,18,0,0,0,0, 0,18,38.5,12, 0,0,0,0,0, -1,-1,0, -1,-1
53590,2010,1,9.30000000000000049e-01,2,66,1,3, 2, 1,18,0,0,0,0, 2,16,63.2,13,13,0,1,0,0,  6,-1,0, 14,-1
53591,2010,1,9.30000000000000049e-01,2,32,1,3, 1, 4, 0,0,0,0,0, 1,16,50.7,12,10,1,1,0,0,  7,-1,0,  3,-1
53592,2010,2,3.37000000000000011e+00,2,56,1,3, 1, 1,22,0,0,0,0, 1,12,51.9,98, 0,0,1,0,0,  4,-1,0,  8,-1
53593,2010,3,9.30000000000000049e-01,2,43,3,3, 2, 2, 0,0,0,0,0, 1,16,63.5,13,13,1,0,0,0, -1,-1,0, -1,-1
53594,2010,1,1.85000000000000009e+00,1,48,1,3, 1, 2, 0,0,0,0,0, 1,18,86.5,12,12,0,1,0,0,  2,-1,0, 15,-1
53595,2010,2,4.60000000000000020e-01,2,29,1,3, 2, 2, 0,0,0,0,0, 0, 6,-1.0,98, 0,0,2,2,0, -1,-1,2, -1,-1
53596,2010,1,9.30000000000000049e-01,1,99,2,3, 1, 1,18,0,0,0,0, 0,14,27.7,12,10,1,1,0,0,  5,-1,0,  5,-1
53597,2010,3,9.30000000000000049e-01,1,33,3,3, 1, 2, 0,0,0,0,0, 0,12,28.4,12, 7,1,0,0,0, -1,-1,0, -1,-1
53598,2010,3,1.67999999999999994e+00,1,54,1,3, 1, 1,38,0,0,0,0, 1,18,63.5,98,98,1,0,0,0, -1,-1,0, -1,-1
53599,2010,2,4.20999999999999996e+00,1,24,1,3, 4, 1,70,0,0,0,0, 0,14,-1.0,98,12,0,1,0,0,  2,-1,0,  5,-1
53600,2010,3,9.30000000000000049e-01,1,47,1,3,10,10, 0,0,0,0,0, 1,16,63.5,12,12,1,0,0,0, -1,-1,0, -1,-1
53601,2010,3,1.38999999999999990e+00,1,54,1,3, 2, 2, 0,0,0,0,0, 2, 4,-1.0,12,13,2,0,0,0, -1,-1,0, -1,-1
53602,2010,1,1.67999999999999994e+00,2,29,2,3, 1, 1,14,0,0,0,0, 1,13,29.3,11, 9,0,1,0,0,  1,-1,0,  2,-1
53603,2010,2,8.39999999999999969e-01,2,37,1,3, 1, 1,14,0,0,0,0, 0,16,46.7,12,12,0,1,0,0, 20,-1,0, 30,-1
53604,2010,1,4.60000000000000020e-01,1,43,3,1,12, 2, 0,0,0,0,0, 0,11,38.9,11,11,1,1,0,0,  0,-1,1, 10,-1
53605,2010,2,9.30000000000000049e-01,2,29,1,1, 1, 1,60,0,0,0,0, 4,10,38.5,98, 0,0,1,0,0, -1,30,0,  7, 0
53606,2010,3,9.30000000000000049e-01,1,56,1,1, 2, 2, 0,0,0,0,0, 0,10,33.9,11,11,1,0,0,0, -1,-1,0, -1,-1
53607,2010,1,9.30000000000000049e-01,1,33,3,1,11, 2, 0,0,0,0,0, 2,11,28.6, 8, 4,0,1,0,0, 30,-1,0, 35,-1
53608,2010,3,9.30000000000000049e-01,1,31,1,1, 2, 2, 0,0,0,0,0, 2, 2,34.2,10,10,0,0,0,0, -1,-1,0, -1,-1
53609,2010,1,9.30000000000000049e-01,2,27,2,1, 1, 1,18,0,0,0,0, 0,13,41.6,12,10,1,1,0,0,  2,-1,0,  8,-1
53610,2010,2,9.30000000000000049e-01,1,33,3,1, 2, 1,18,0,0,0,0, 0,11,36.5,12,12,0,1,0,0,  0,-1,1, -1, 5
53611,2010,3,9.30000000000000049e-01,2,31,1,1, 4, 2, 0,0,0,0,0, 4, 6,26.4, 9, 0,2,0,0,0, -1,-1,0, -1,-1
53612,2010,3,4.60000000000000020e-01,2,81,1,1, 2, 1,60,0,0,0,0, 0,12,64.2,98, 0,2,0,0,0, -1,-1,0, -1,-1
53613,2010,2,4.60000000000000020e-01,2,78,1,3, 1, 1,48,0,0,0,0, 0,12,30.2,98, 0,0,1,0,0, 10,-1,0,  1,-1
53614,2010,1,1.67999999999999994e+00,1,58,1,3, 1, 1,48,0,0,0,0, 0,13,31.3,12,11,2,2,2,0, -1,-1,2, -1,-1
53615,2010,2,4.60000000000000020e-01,2,89,1,3, 1, 1,48,0,0,0,0, 0,14,34.6,13, 0,0,2,2,0, -1,-1,2, -1,-1
53616,2010,1,9.30000000000000049e-01,1,88,1,1, 1, 1,60,0,0,0,0, 1,16,86.6,12, 0,0,2,2,0, -1,-1,2, -1,-1
53617,2010,2,1.38999999999999990e+00,1,18,1,1, 1, 1,60,0,0,0,0, 0,11,38.9,12, 5,0,1,0,0,  2,-1,0, -1,30
53618,2010,3,4.60000000000000020e-01,1,40,1,1, 4, 2, 0,0,0,0,0, 0,12,82.7,12,12,1,0,0,0, -1,-1,0, -1,-1
53619,2010,1,1.67999999999999994e+00,1,69,1,1, 2, 1,23,0,0,0,0, 2,12,83.7,12, 0,0,1,0,0,  2,-1,0,  2,-1
53620,2010,3,4.60000000000000020e-01,2,74,1,3, 1, 1,14,0,0,0,0, 0,12,25.5,11, 2,1,0,0,0, -1,-1,0, -1,-1
53621,2010,1,1.67999999999999994e+00,2,58,1,3, 1, 1,15,0,0,0,0, 1,20,-1.0,12,13,0,1,0,0,  8,-1,0,  3,-1
53622,2010,2,9.30000000000000049e-01,2,79,1,3, 1, 1,22,0,0,0,0, 1,14,38.4,98, 0,0,1,0,0,  0,-1,1,  0,-1
53623,2010,1,9.30000000000000049e-01,2,58,1,3, 2, 2, 0,0,0,0,0, 2,13,63.5,12,10,1,1,0,0,  1,-1,0,  2,-1
53624,2010,3,1.67999999999999994e+00,2,62,1,5, 1, 1,28,0,0,0,0, 2,12,33.3,12,12,1,0,0,0, -1,-1,0, -1,-1
53625,2010,1,1.67999999999999994e+00,1,64,1,5, 1, 1,14,0,0,0,0, 1,12,32.3,12, 0,0,2,2,0, -1,-1,2, -1,-1
53626,2010,2,4.60000000000000020e-01,2,23,1,5, 1, 1,18,0,0,0,0, 0,11,38.9, 6, 2,0,1,0,0,  1,-1,0,  2,-1
53627,2010,3,1.67999999999999994e+00,1,31,1,5, 4, 1,18,0,0,0,0, 4,12,24.2,12,11,0,0,0,0, -1,-1,0, -1,-1
53628,2010,3,4.60000000000000020e-01,1,65,1,4, 2, 1,18,0,0,0,0, 0,14,29.5, 7, 0,2,0,0,0, -1,-1,0, -1,-1
53629,2010,3,1.85000000000000009e+00,2,62,1,4, 5, 1,60,0,0,0,0, 0,16,62.5,12,12,1,0,0,0, -1,-1,0, -1,-1
53630,2010,2,9.30000000000000049e-01,1,46,1,4, 2, 2, 0,0,0,0,0, 2,12,73.3,12,12,0,1,0,0, 40,-1,0,  5,-1
53631,2010,3,1.67999999999999994e+00,2,54,1,4, 4, 1,98,0,0,0,0, 4,13,74.9,13,13,0,0,0,0, -1,-1,0, -1,-1
53632,2010,1,4.60000000000000020e-01,2,63,1,4, 2, 2, 0,0,0,0,0, 0,12,36.5, 9, 0,0,1,0,0,  4,30,0,  0, 0
53633,2010,1,1.67999999999999994e+00,1,44,1,4, 1, 2, 0,0,0,0,0, 0,14,63.5,12,12,1,1,0,0,  1, 0,0,  2,30
53634,2010,3,9.30000000000000049e-01,1,36,3,4, 2, 2, 0,0,0,0,0, 2,12,28.6,12, 8,1,0,0,0, -1,-1,0, -1,-1
53635,2010,2,9.30000000000000049e-01,2,23,1,4, 1, 2, 0,0,0,0,0, 0,12,-1.0,13, 0,0,1,0,0,  6, 0,0,  5, 0
53636,2010,3,9.30000000000000049e-01,1,20,3,4, 2, 2, 0,0,0,0,0, 0,12,31.4,12, 9,2,0,0,0, -1,-1,0, -1,-1
53637,2010,1,9.30000000000000049e-01,2,62,1,4, 1, 1,14,0,0,0,0, 1,12,63.5,12, 0,0,1,0,0,  0,30,0,  7, 0
53638,2010,3,8.39999999999999969e-01,2,56,1,4, 1, 1,14,0,0,0,0, 0,12,22.7, 8, 0,1,0,0,0, -1,-1,0, -1,-1
53639,2010,1,8.39999999999999969e-01,1,21,1,2, 4, 1,32,0,0,0,0, 0,14,28.4, 2, 0,0,1,0,0,  2,-1,0, 20,-1
53640,2010,2,1.85000000000000009e+00,2,25,1,2, 4, 1,98,0,0,0,0, 1,16,35.2, 5, 3,0,1,0,0,  7,-1,0, 14,-1
53641,2010,1,9.30000000000000049e-01,2,24,1,4, 4, 4, 0,0,0,0,0, 4,12,35.4,12,11,1,1,0,0,  2,-1,0, 10,-1
53642,2010,3,9.30000000000000049e-01,2,30,1,4, 2, 2, 0,0,0,0,0, 0,17,78.5,12,12,1,0,0,0, -1,-1,0, -1,-1
53643,2010,1,9.30000000000000049e-01,1,68,1,4, 1, 1,30,0,0,0,0, 1,13,49.9,12,12,0,1,0,0,  2,-1,0,  3,-1
53644,2010,1,9.30000000000000049e-01,2,25,1,4, 2, 2, 0,0,0,0,0, 2,16,46.8,12,11,1,1,0,0,  2,-1,0,  3,-1
53645,2010,2,9.30000000000000049e-01,1,67,1,4, 4, 2, 0,0,0,0,0, 0,15,60.5,12,12,0,1,0,0,  2,-1,0, 12,-1
53646,2010,3,1.67999999999999994e+00,1,52,1,4, 1, 1,22,0,0,0,0, 1,16,75.9,12,12,1,0,0,0, -1,-1,0, -1,-1
53647,2010,3,8.39999999999999969e-01,2,53,1,4, 5, 2, 0,0,0,0,0, 0,12,37.7, 7, 6,0,0,0,0, -1,-1,0, -1,-1
53648,2010,1,9.30000000000000049e-01,2,58,1,4, 1, 1,33,0,0,0,0, 1,16,48.5,12, 0,0,1,0,0,  5,-1,0, 10,-1
53649,2010,2,1.67999999999999994e+00,2,32,1,4, 1, 1,22,0,0,0,0, 2,16,50.7,12,12,0,1,0,0,  1,-1,0,  3,-1
53650,2010,2,8.39999999999999969e-01,2,58,1,2, 1, 1,32,0,0,0,0, 0,16,37.4,10, 2,0,1,0,0,  5,-1,0, 25,-1
53651,2010,3,9.30000000000000049e-01,1,43,1,2, 3, 3, 0,0,0,0,0, 4,16,63.5,12,12,1,0,0,0, -1,-1,0, -1,-1
53652,2010,2,1.67999999999999994e+00,1,57,1,4, 4, 1,22,0,0,0,0, 4, 8,63.5,12,12,0,1,0,0,  1,-1,0, 25,-1
53653,2010,1,4.60000000000000020e-01,2,23,2,4, 2, 2, 0,0,0,0,0, 0,15,-1.0,10,13,0,1,0,0,  5,-1,0, 12,-1
53654,2010,3,1.67999999999999994e+00,1,31,2,4, 1,11,70,0,0,0,0, 0,12,39.0,12, 0,1,0,0,0, -1,-1,0, -1,-1
53655,2010,1,4.60000000000000020e-01,1,46,1,4, 2, 2, 0,0,0,0,0, 0,12,63.5,12,12,1,1,0,0,  9,-1,0,  4,-1
53656,2010,2,4.60000000000000020e-01,1,77,1,4, 1, 1,31,0,0,0,0, 0,20,87.4,12, 8,0,1,0,0,  3,-1,0,  1,-1
53657,2010,1,1.23999999999999999e+00,1,25,1,5, 4, 1,98,0,0,0,0, 0,11,32.3,12,10,0,1,0,0,  0,-1,1,  5,-1
53658,2010,2,1.67999999999999994e+00,1,49,1,5, 1, 1,32,0,0,0,0, 1,16,64.1,12,12,0,1,0,0, 20,-1,0,  5,-1
53659,2010,3,4.60000000000000020e-01,1,44,1,5, 1, 1,35,0,0,0,0, 0,12,32.3, 1,11,1,0,0,0, -1,-1,0, -1,-1
53660,2010,2,4.60000000000000020e-01,1,39,1,5, 1, 1,98,0,0,0,0, 0,15,38.1,12,12,0,1,0,0,  1,15,0,  3, 0
53661,2010,3,4.60000000000000020e-01,1,54,1,5, 2, 2, 0,0,0,0,0, 0,12,26.6,12,12,2,0,0,0, -1,-1,0, -1,-1
