CASEID,COMPWT,AGE,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9
22192,1.06000000000000005e+00,23, 1,60, 52,1, 1,60, 64,1,4, 0,  0,0,3,0,    0,1,60, 52,6,1,0,    0, 1,60, 52,7,1,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0
22193,5.30000000000000027e-01,24, 1,28,  0,3, 1,28,  0,3,0, 0,  0, ,0,0,    0,1,28,  0,2,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22194,1.06000000000000005e+00,63, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,7,3,0,    0, 3, 0,  0,3,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22195,1.06000000000000005e+00,52, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0, 3, 0,  0,7,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22196,1.06000000000000005e+00,52, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22197,1.06000000000000005e+00,60, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0, 3, 0,  0,3,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22198,1.06000000000000005e+00,32, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0, 3, 0,  0,2,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22199,1.06000000000000005e+00,19, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22200,1.06000000000000005e+00,45, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,5,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22201,1.06000000000000005e+00,53, 2, 0,  0,2, 1,40,  0,2,1,40,  0,7,2,0,    0,1,40,  0,7,2,0,    0, 1,30,  0,3,2,1,20,   0,   0,   0,   0,   0,   0,   0,   0,   0
22202,5.30000000000000027e-01,71, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22203,1.06000000000000005e+00,42, 2, 0,  0,2, 2, 0,  0,2,1,38,  0,0,2,0,    0,2, 0,  0,0,2,0,    0, 1,22,  0,5,3,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0
22204,1.06000000000000005e+00,62, 1,14,  0,1, 1,14,  0,1,1,14,  0,1,1,0,    0,1,14,  0,4,1,0,    0, 1,14,  0,1,1,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22205,5.30000000000000027e-01,40, 4, 0,  0,3, 1,10,  0,1,4, 0,  0,1,3,0,    0,1,18,  0,5,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22206,1.06000000000000005e+00,51, 1,50,  0,3, 1,50,  0,3,1,50,  0,0,3,0,    0,1,50,  0,6,3,0,    0, 1,50,  0,0,3,1,50,   0,   0,   0,   0,   0,   0,   0,   0,   0
22207,5.30000000000000027e-01,66, 2, 0,  0,2, 2, 0,  0,2,1,30,  0,0,2,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22208,5.30000000000000027e-01,73, 4, 0,  0,3, 1,38,  0,2,1,38,  0,7,2,0,    0,1,34,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22209,5.30000000000000027e-01,27, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22210,5.30000000000000027e-01,25, 1,22,  0,3, 1,22,  0,3,1,18,  0,2,1,0,    0,1,22,  0,2,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22211,5.30000000000000027e-01,58, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22212,5.30000000000000027e-01,56, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,1,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22213,5.30000000000000027e-01,28, 1,18,  0,1, 1,60, 68,1,1,60, 68,7,1,0,    0,1,18,  0,7,1,0,    0, 1,18,  0,2,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0
22214,1.06000000000000005e+00,44, 4, 0,  0,3, 1,48,  0,3,2, 0,  0,0,2,0,    0,1,42,  0,2,1,0,    0, 1,35,  0,7,2,1,31,   0,   0,   0,   0,   0,   0,   0,   0,   0
22215,1.06000000000000005e+00,43, 1,60, 40,3, 1,60, 40,3,1,60, 40,7,3,0,    0,1,60, 40,7,3,0,    0, 1,60, 40,0,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0
22216,1.06000000000000005e+00,44, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22217,1.06000000000000005e+00,38, 1,38,  0,2, 1,38,  0,2,1,38,  0,0,2,0,    0,1,38,  0,7,2,0,    0, 1,38,  0,3,2,1,38,   0,   0,   0,   0,   0,   0,   0,   0,   0
22218,1.06000000000000005e+00,37, 1,35,  0,2, 1,30,  0,2,1,30,  0,0,2,0,    0,2, 0,  0,3,2,0,    0, 1,35,  0,5,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0
22219,1.06000000000000005e+00,28, 1,60, 42,1, 1,50,  0,3,1,38,  0,0,2,0,    0,1,50,  0,4,3,0,    0, 1,60, 42,4,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0
22220,5.30000000000000027e-01,63, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22221,1.06000000000000005e+00,57, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,1,32,   0,   0,   0,   0,   0,   0,   0,   0,   0
22222,5.30000000000000027e-01,66, 1,22,  0,3, 1,22,  0,3,1,22,  0,4,3,0,    0,1,22,  0,4,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22223,1.06000000000000005e+00,45, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,2,3,0,    0, 1,22,  0,2,3,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0
22224,5.30000000000000027e-01,35, 1,35,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22225,5.30000000000000027e-01,54, 2, 0,  0,2, 1,32,  0,1,1,31,  0,6,2,0,    0,1,32,  0,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22226,1.06000000000000005e+00,38, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,1,60, 33,0,1,0,    0, 1,22,  0,2,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22227,1.06000000000000005e+00,33, 1,11,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,1,11,  0,3,2,0,    0, 1,11,  0,0,2,4, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22228,1.06000000000000005e+00,38, 1,50,  0,3, 1,50,  0,3,1,18,  0,7,1,0,    0,1,50,  0,7,3,0,    0, 1,50,  0,7,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22229,1.06000000000000005e+00,25, 1,14,  0,1, 1,14,  0,1,1,14,  0,4,1,0,    0,1,14,  0,5,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22230,5.30000000000000027e-01,34, 1,14,  0,1, 1,14,  0,1,1,14,  0,8,1,0,    0,1,14,  0,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22231,1.06000000000000005e+00,55, 1,22,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,4,1,0,    0, 1,22,  0,5,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22232,1.06000000000000005e+00,38, 1,23,  0,1, 1,18,  0,1,1,18,  0,9,1,0,    0,1,18,  0,9,1,0,    0, 4, 0,  0,9,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0
22233,1.06000000000000005e+00,49, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0, 1,14,  0,7,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0
22234,1.06000000000000005e+00,53, 1,60, 68,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,7,1,0,    0, 1,60, 68,7,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0
22235,1.06000000000000005e+00,19, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,1,10,  0,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22236,1.06000000000000005e+00,35, 1,60, 68,1, 1,60, 68,1,1,11,  0,4,2,0,    0,0, 0,  0, ,0,0,    0, 1,60, 68,8,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0
22237,1.06000000000000005e+00,28, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,1,15,  0,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22238,5.30000000000000027e-01,47, 4, 0,  0,3, 1,18,  0,1,1,18,  0,0,1,0,    0,1,18,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22239,5.30000000000000027e-01,52, 1,18,  0,1, 1,18,  0,1,1,18,  0,7,1,0,    0,1,18,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22240,5.30000000000000027e-01,54, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22241,5.30000000000000027e-01,24, 5, 0,  0,9, 5, 0,  0,9,0, 0,  0, ,0,0,    0,2, 0,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22242,1.06000000000000005e+00,31, 1,11,  0,2, 1,60, 37,1,1,60, 37,4,1,0,    0,1,11,  0,5,2,0,    0, 1,60, 37,5,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0
22243,1.59000000000000008e+00,55, 1,60, 68,1, 1,60, 68,1,1,60, 68,8,1,0,    0,1,60, 68,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22244,1.06000000000000005e+00,53, 1,18,  0,1, 1,18,  0,1,1,18,  0,9,1,0,    0,1,18,  0,5,1,0,    0, 1,18,  0,0,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0
22245,5.30000000000000027e-01,22, 1,60, 78,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22246,5.30000000000000027e-01,40, 1,70,  0,2, 1,50,  0,3,1,50,  0,7,3,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22247,5.30000000000000027e-01,62, 1,60, 68,1, 1,60, 68,1,1,60, 68,8,1,0,    0,1,60, 68,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22248,1.06000000000000005e+00,22, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22249,1.06000000000000005e+00,28, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22250,1.06000000000000005e+00,43, 1,14,  0,1, 2, 0,  0,2,1,14,  0,6,1,0,    0,1,14,  0,7,1,0,    0, 4, 0,  0,3,3,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0
22251,1.59000000000000008e+00,19, 1,14,  0,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,4,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22252,1.06000000000000005e+00,67, 1,42,  0,1, 1,38,  0,2,1,38,  0,1,2,0,    0,2, 0,  0,3,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22253,5.30000000000000027e-01,66, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22254,1.06000000000000005e+00,43, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,7,2,0,    0, 5, 0,  0,1,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22255,2.66000000000000014e+00,47, 1,70,  0,2, 1,41,  0,3,0, 0,  0, ,0,0,    0,1,41,  0,7,3,0,    0, 5, 0,  0,8,9,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22256,1.06000000000000005e+00,67, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,9,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22257,1.06000000000000005e+00,41, 2, 0,  0,2, 2, 0,  0,2,1,60, 33,2,1,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0
22258,2.12999999999999989e+00,22, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22259,2.12999999999999989e+00,43, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,3,2,0,    0, 1,50,  0,2,3,1,38,   0,   0,   0,   0,   0,   0,   0,   0,   0
22260,5.30000000000000027e-01,52, 1,60, 43,2, 1,40,  0,2,2, 0,  0,7,2,0,    0,1,40,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22261,1.06000000000000005e+00,39, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,2,2,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22262,1.06000000000000005e+00,38, 1,60, 58,1, 1,60, 81,3,1,60, 81,7,3,0,    0,1,60, 81,7,3,0,    0, 4, 0,  0,0,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0
22263,1.06000000000000005e+00,38, 1,33,  0,1, 1,48,  0,3,1,48,  0,2,3,0,    0,1,48,  0,2,3,0,    0, 1,33,  0,3,1,1,33,   0,   0,   0,   0,   0,   0,   0,   0,   0
22264,1.06000000000000005e+00,40, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22265,1.06000000000000005e+00,26, 1,22,  0,3, 1,22,  0,3,2, 0,  0,0,2,0,    0,1,22,  0,0,3,0,    0, 2, 0,  0,7,2,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22266,1.06000000000000005e+00,45, 2, 0,  0,2, 2, 0,  0,2,1,48,  0,0,3,0,    0,2, 0,  0,5,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22267,2.12999999999999989e+00,39, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22268,1.06000000000000005e+00,63, 1,50,  0,3, 1,50,  0,3,1,50,  0,7,3,0,    0,1,50,  0,7,3,0,    0, 1,60, 43,1,2,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22269,1.06000000000000005e+00,39, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0, 4, 0,  0,0,3,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22270,1.06000000000000005e+00,76, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22271,1.06000000000000005e+00,30, 1,70,  0,2, 1,70,  0,2,1,70,  0,0,2,0,    0,1,70,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22272,1.06000000000000005e+00,42, 1,15,  0,1, 1,10,  0,1,4, 0,  0,9,3,0,    0,4, 0,  0,9,3,0,    0, 1,15,  0,0,1,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22273,1.06000000000000005e+00,44, 1,22,  0,3, 2, 0,  0,2,2, 0,  0,0,2,0,    0,1,60, 58,0,1,0,    0, 1,40,  0,5,2,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22274,1.59000000000000008e+00,41, 1,41,  0,3, 1,41,  0,3,1,41,  0,6,3,0,    0,1,41,  0,7,3,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22275,1.06000000000000005e+00,37, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22276,1.06000000000000005e+00,56, 1,22,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 1,22,  0,5,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0
22277,5.30000000000000027e-01,53, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22278,1.06000000000000005e+00,68, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22279,1.06000000000000005e+00,64, 5, 0,  0,9, 1,60, 77,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22280,5.30000000000000027e-01,44, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22281,5.30000000000000027e-01,33, 4, 0,  0,3, 1,50,  0,3,2, 0,  0,0,2,0,    0,1,50,  0,3,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22282,1.06000000000000005e+00,74, 2, 0,  0,2, 5, 0,  0,9,5, 0,  0,7,9,0,    0,5, 0,  0,2,9,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22283,1.06000000000000005e+00,39, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22284,1.06000000000000005e+00,75, 1,60,999,9, 1,50,  0,3,1,28,  0,2,3,0,    0,1,60, 43,2,2,0,    0, 1,50,  0,7,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0
22285,1.06000000000000005e+00,57, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22286,1.06000000000000005e+00,47, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 1,48,  0,1,3,1,48,   0,   0,   0,   0,   0,   0,   0,   0,   0
22287,1.06000000000000005e+00,33, 2, 0,  0,2, 1,50,  0,3,1,50,  0,2,3,0,    0,1,50,  0,5,3,0,    0, 2, 0,  0,6,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22288,2.12999999999999989e+00,33, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,3,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22289,5.30000000000000027e-01,49, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22290,2.12999999999999989e+00,42, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22291,1.06000000000000005e+00,45, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,1,15,   0,   0,   0,   0,   0,   0,   0,   0,   0
22292,2.12999999999999989e+00,45, 1,60, 40,3, 1,60, 40,3,1,60, 40,3,3,0,    0,1,60, 40,3,3,0,    0, 1,15,  0,2,1,1,15,   0,   0,   0,   0,   0,   0,   0,   0,   0
22293,1.06000000000000005e+00,38, 1,32,  0,1, 1,32,  0,1,2, 0,  0,0,2,0,    0,1,32,  0,7,1,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22294,1.06000000000000005e+00,35, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22295,1.59000000000000008e+00,21, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22296,1.06000000000000005e+00,62, 1,70,  0,2, 1,60, 40,3,1,60, 40,6,3,0,    0,1,60, 40,6,3,0,    0, 5, 0,  0,7,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22297,2.12999999999999989e+00,20, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22298,5.30000000000000027e-01,53, 1,15,  0,1, 1,18,  0,1,1,18,  0,3,1,0,    0,1,18,  0,3,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22299,2.12999999999999989e+00,40, 5, 0,  0,9, 1,10,  0,1,1,70,  0,7,2,0,    0,1,70,  0,1,2,0,    0, 1,11,  0,7,2,1,50,   0,   0,   0,   0,   0,   0,   0,   0,   0
22300,1.59000000000000008e+00,46, 1,60, 40,3, 1,60, 40,3,1,60, 40,7,3,0,    0,1,60, 40,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22301,1.06000000000000005e+00,50, 1,60, 81,3, 1,18,  0,1,1,18,  0,6,1,0,    0,1,48,  0,6,3,0,    0, 1,60, 81,6,3,1,50,   0,   0,   0,   0,   0,   0,   0,   0,   0
22302,1.06000000000000005e+00,38, 1,11,  0,2, 1,11,  0,2,1,11,  0,7,2,0,    0,1,11,  0,7,2,0,    0, 1,11,  0,4,2,1,11,   0,   0,   0,   0,   0,   0,   0,   0,   0
22303,5.30000000000000027e-01,74, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22304,1.59000000000000008e+00,48, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22305,5.30000000000000027e-01,62, 1,22,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22306,1.06000000000000005e+00,37, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,3,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22307,5.30000000000000027e-01,38, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22308,1.06000000000000005e+00,26, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22309,5.30000000000000027e-01,21, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,3,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
22310,1.06000000000000005e+00,49, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0, 4, 0,  0,0,3,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0
